Smp Year,Well,Smp date,SMP,Name,DOB,Cyst,Sex,Age,Unit,Unit2,Unit Type,Site,Male S,Leader?,Overthrown?,OD_Values,Concentration,Calculation,Results,Plate,Series,V=WellOD-AvgN/AvgP-AvgN,ODV,S,AVG NOD,AVG POD
2014,A11,10/6/2014,302,Fabio,4/5/2006,N,M,A,Z5,Z5,OMU,SK,L,C,N,0.095,Range?,Range?,negative,3,S,-0.031861278,-3.186127799,N,0.093,2.7465
2014,B8,10/6/2014,303,Cassie,9/4/2002,N,F,A,C3,C3,OMU,SK,NA,NA,NA,0.498,19.548,19.5,Borderline,12,S,0.384479199,38.44791988,P,0.075,1.947
2014,H11,10/6/2014,304,Vodka,3/24/2003,N,M,A,T,T,OMU,SK,L,C,N,0.163,Range?,Range?,negative,9,W,0.047057148,4.705714753,N,0.08075,2.2945
2014,C8,10/7/2014,305,Delia,2/16/2001,N,F,A,D,D,OMU,SK,NA,NA,NA,0.235,6.679,6.7,negative,1,W,0.119057148,11.90571475,N,0.08075,2.2945
2014,D6,10/7/2014,308,Daisy,10/18/2009,N,F,J,D,D,OMU,SK,NA,NA,NA,0.172,Range?,Range?,negative,10,W,0.06260954,6.26095403,N,0.079,2.5995
2014,D4,10/7/2014,309,Devil,1/2/1999,N,M,A,D,D,OMU,SK,L,C,Y,0.555,45.799,45.8,POSITIVE,9,S,0.424319678,42.43196776,P,0.08525,1.8765
2014,G6,10/7/2014,311,Lennon,12/6/2005,N,M,A,K,K,OMU,SK,L,C,N,0.211,Range?,Range?,negative,10,W,0.014795492,1.479549249,N,0.0735,0.599
2014,F10,10/7/2014,312,Vienna,3/11/2007,N,F,A,V,V,OMU,SK,NA,NA,NA,0.245,19.146,19.1,Borderline,10,S,0.134618609,13.4618609,N,0.07025,1.7505
2014,A7,10/7/2014,313,Vye,2/1/1999,N,F,A,V,V,OMU,SK,NA,NA,NA,0.27,Range?,Range?,negative,10,W,0.126738187,12.67381867,N,0.1035,2.603
2014,D7,10/7/2014,317,Bronte,11/12/2006,N,F,A,B,B,OMU,SK,NA,NA,NA,0.166,Range?,Range?,negative,10,W,-0.014630561,-1.463056126,N,0.07625,0.7305
2014,E7,10/7/2014,318,Mhetik,3/29/2002,N,M,A,J,J,OMU,SK,L,C,Y,0.239,Range?,Range?,negative,10,W,0.128618609,12.8618609,N,0.07025,1.7505
2014,C6,10/7/2014,306-307,Corona,9/1/1994,N,F,A,C5,C5,OMU,SK,NA,NA,NA,0.3105,,,,10,W,0.109674748,10.96747478,N,0.08525,1.8765
2014,C11,10/11/2014,319,Akira,3/7/2014,N,M,I,A,A,OMU,SK,NA,NA,NA,0.189,Range?,Range?,negative,1,W,0.039148089,3.914808917,N,0.08775,1.413
2014,A10,10/11/2014,320,Avett,2/17/2014,N,M,I,A,A,OMU,SK,NA,NA,NA,0.273,6.506,6.5,negative,12,S,0.129738187,12.97381867,N,0.1035,2.603
2014,F7,10/11/2014,321,Diego,3/11/2004,N,M,A,A,A,OMU,SK,L,C,Y,2.546,115.483,115.5,POSITIVE,10,W,2.415319678,241.5319678,P,0.08525,1.8765
2014,G7,10/11/2014,324,Aiwa,11/3/2003,N,F,A,A,A,OMU,SK,NA,NA,NA,0.161,Range?,Range?,negative,10,W,-0.039825252,-3.982525221,N,0.14225,2.4285
2014,B3,10/11/2014,328,Horatio,6/30/2011,N,M,J,T,T,OMU,SK,NA,NA,NA,0.211,Range?,Range?,negative,5,S,0.056868177,5.686817717,N,0.12275,3.9115
2014,E11,10/11/2014,329,Tenesh,9/19/2013,N,M,I,T,T,OMU,SK,NA,NA,NA,0.287,14.082,14.1,negative,1,W,0.129489437,12.94894366,N,0.10075,1.775
2014,B8,10/11/2014,332,Midge,11/4/2002,N,F,A,M2,M2,OMU,SK,NA,NA,NA,0.155,Range?,Range?,negative,10,W,0.050513699,5.051369863,N,0.0675,1.825
2014,F11,10/11/2014,334,Todd,7/7/2014,N,M,I,T,T,OMU,SK,NA,NA,NA,0.123,Range?,Range?,negative,1,W,0.018513699,1.851369863,N,0.0675,1.825
2014,D8,10/11/2014,335,Tipi,6/18/2007,N,F,A,T,T,OMU,SK,NA,NA,NA,0.324,4.831,4.8,negative,10,W,0.213618609,21.3618609,N,0.07025,1.7505
2014,D8,10/11/2014,325-326,Taffy,8/17/2005,N,F,A,T,T,OMU,SK,NA,NA,NA,0.1665,,,,12,S,-0.107362437,-10.73624368,N,0.129,0.8905
2014,C10,10/11/2014,330-331,Tea,6/4/2002,N,F,A,T,T,OMU,SK,NA,NA,NA,0.1275,,,,6,S,-0.015761813,-1.576181329,N,0.1035,2.603
2014,A11,10/12/2014,336,Esheti,UN,N,M,A,AMG3,AMG3,BA,SK,B,B,NA,0.229,16.91,16.9,Borderline,10,S,-0.027487871,-2.748787135,N,0.166,1.8345
2014,B11,10/12/2014,337,Jason Bourne,1/1/2008,N,M,SA,AMG3,AMG3,BA,SK,NA,NA,NA,1.044,92.771,92.8,POSITIVE,10,S,0.886489437,88.64894366,P,0.10075,1.775
2014,F2,10/12/2014,338,Oregon,12/22/2007,N,M,SA,AMG3,AMG3,BA,SK,NA,NA,NA,0.119,Range?,Range?,negative,14,W,-0.024261813,-2.426181329,N,0.1035,2.603
2014,F8,10/12/2014,339,Sean,10/24/2007,N,M,SA,AMG3,AMG3,BA,SK,NA,NA,NA,0.156,Range?,Range?,negative,10,W,-0.001510563,-0.151056338,N,0.10075,1.775
2014,G11,10/12/2014,345,Vishnu,12/25/2013,N,F,I,V,V,OMU,SK,NA,NA,NA,0.118,Range?,Range?,negative,1,W,-0.009191224,-0.919122427,N,0.0825,1.846
2014,C4,10/12/2014,346,Noha,4/11/2003,N,M,A,V,V,OMU,SK,L,C,Y,0.194,Range?,Range?,negative,4,S,0.08460954,8.46095403,N,0.079,2.5995
2014,E8,10/12/2014,347,Thumper,8/5/2009,N,F,SA,T,T,OMU,SK,NA,NA,NA,0.277,6.822,6.8,negative,12,S,0.163479199,16.34791988,N,0.075,1.947
2014,F8,10/13/2014,348,Sega,8/17/2004,N,M,A,M2,M2,OMU,SK,L,C,N,0.12,Range?,Range?,negative,12,S,-0.034131823,-3.413182283,N,0.12275,3.9115
2014,F9,10/13/2014,350,Aiwa,11/3/2003,N,F,A,A,A,OMU,SK,NA,NA,NA,0.242,Range?,Range?,negative,10,W,0.041174748,4.117474779,N,0.14225,2.4285
2014,G9,10/13/2014,351,Gashaw,1/27/2005,N,M,A,M1,M1,OMU,SK,L,C,N,0.164,Range?,Range?,negative,10,W,0.043549902,4.354990167,N,0.08075,2.034
2014,H9,10/14/2014,352,Tipi,6/18/2007,N,F,A,T,T,OMU,SK,NA,NA,NA,0.268,Range?,Range?,negative,10,W,0.087369439,8.736943874,N,0.07625,0.7305
2014,G8,10/14/2014,353,Mekele,1/25/2014,N,M,I,M2,M2,OMU,SK,NA,NA,NA,0.082,Range?,Range?,negative,12,S,-0.067851911,-6.785191083,N,0.08775,1.413
2014,C10,10/14/2014,356,Thumper,8/5/2009,N,F,SA,T,T,OMU,SK,NA,NA,NA,0.221,Range?,Range?,negative,10,W,0.024795492,2.479549249,N,0.0735,0.599
2014,H8,10/14/2014,357,Madeline,10/1/2005,N,F,A,M2,M2,OMU,SK,NA,NA,NA,0.101,Range?,Range?,negative,12,S,-0.042261813,-4.226181329,N,0.1035,2.603
2014,B10,10/14/2014,354-355,Tess,4/18/2006,N,F,A,T,T,OMU,SK,NA,NA,NA,0.208,,,,10,W,0.050489437,5.048943662,N,0.10075,1.775
2014,G7,10/15/2014,358,Tea,6/4/2002,N,F,A,T,T,OMU,SK,NA,NA,NA,0.286,8.752,8.8,negative,6,S,0.17660954,17.66095403,N,0.079,2.5995
2014,H11,10/15/2014,359,Mebet,2/25/2014,N,F,I,M1,M1,OMU,SK,NA,NA,NA,0.119,4.011,4,negative,11,W,-0.030851911,-3.085191083,N,0.08775,1.413
2014,G11,10/15/2014,361,Joker,11/19/2009,N,M,J,J,J,OMU,SK,NA,NA,NA,0.252,20.112,20.1,Borderline,10,S,0.071369439,7.136943874,N,0.07625,0.7305
2014,G10,10/15/2014,362,Johnny Depp,1/22/2002,N,M,A,N,N,OMU,SK,L,C,N,0.294,Range?,Range?,negative,10,W,0.167138722,16.7138722,N,0.093,2.7465
2014,G5,10/15/2014,363,Flying Dutchman,12/13/2011,N,M,J,N,N,OMU,SK,NA,NA,NA,1.224,69.244,69.2,POSITIVE,11,S,1.093319678,109.3319678,P,0.08525,1.8765
2014,A9,10/15/2014,364,Nymphadora,12/18/2006,N,F,A,N,N,OMU,SK,NA,NA,NA,0.101,Range?,Range?,negative,12,S,-0.042261813,-4.226181329,N,0.1035,2.603
2014,A4,10/16/2014,365,Vortex,10/3/2014,N,F,I,V,V,OMU,SK,NA,NA,NA,0.468,38.187,38.2,POSITIVE,9,S,0.35860954,35.86095403,P,0.079,2.5995
2014,B9,10/16/2014,366,Taffy,8/17/2005,N,F,A,T,T,OMU,SK,NA,NA,NA,0.254,4.859,4.9,negative,12,S,0.053174748,5.317474779,N,0.14225,2.4285
2014,H5,10/16/2014,367,Tater,5/15/2007,N,F,A,T,T,OMU,SK,NA,NA,NA,0.186,3.071,3.1,negative,11,S,-0.014825252,-1.482525221,N,0.14225,2.4285
2014,C9,10/17/2014,368,Sega,8/17/2004,N,M,A,M2,M2,OMU,SK,L,C,N,0.656,27.013,27,POSITIVE,12,S,0.399512129,39.95121286,P,0.166,1.8345
2014,D11,10/17/2014,369,Lennon,12/6/2005,N,M,A,K,K,OMU,SK,L,C,N,0.277,Range?,Range?,negative,10,W,0.133738187,13.37381867,N,0.1035,2.603
2014,D9,10/17/2014,370,Madeline,10/1/2005,N,F,A,M2,M2,OMU,SK,NA,NA,NA,0.193,Range?,Range?,negative,12,S,0.049738187,4.973818671,N,0.1035,2.603
2014,A12,10/17/2014,371,Dolly,9/3/2009,N,F,J,D,D,OMU,SK,NA,NA,NA,0.217,15.066,15.1,Borderline,10,S,0.090138722,9.013872201,N,0.093,2.7465
2014,B4,10/17/2014,372,Dessie,1/27/2003,N,F,A,D,D,OMU,SK,NA,NA,NA,0.466,37.98,38,POSITIVE,9,S,0.209512129,20.95121286,N,0.166,1.8345
2014,H5,10/17/2014,373,Mekele,1/25/2014,N,M,I,M2,M2,OMU,SK,NA,NA,NA,0.18,13.527,13.5,negative,14,W,0.030148089,3.014808917,N,0.08775,1.413
2014,E9,10/17/2014,374,Madeline,10/1/2005,N,F,A,M2,M2,OMU,SK,NA,NA,NA,0.105,Range?,Range?,negative,12,S,-0.005381391,-0.538139103,N,0.07025,1.7505
2014,F9,10/17/2014,375,Mary,8/25/1997,Y,F,A,M2,M2,OMU,SK,NA,NA,NA,0.606,24.706,24.7,Borderline,12,S,0.405174748,40.51747478,P,0.14225,2.4285
2014,G9,10/17/2014,377,Mufassa,3/18/2014,N,M,I,M2,M2,OMU,SK,NA,NA,NA,0.143,Range?,Range?,negative,12,S,-0.014510563,-1.451056338,N,0.10075,1.775
2014,A8,10/17/2014,378,Myrtle,9/10/2014,N,M,I,M2,M2,OMU,SK,NA,NA,NA,0.25,13.022,13,negative,11,W,0.092489437,9.248943662,N,0.10075,1.775
2014,H9,10/17/2014,379,Madeline,10/1/2005,N,F,A,M2,M2,OMU,SK,NA,NA,NA,0.761,31.723,31.7,POSITIVE,12,S,0.634138722,63.4138722,P,0.093,2.7465
2014,D12,10/17/2014,380,Cassie,9/4/2002,N,F,A,C3,C3,OMU,SK,NA,NA,NA,0.177,7.61,7.6,negative,10,S,0.046319678,4.631967759,N,0.08525,1.8765
2014,A6,10/17/2014,381,Mufassa,3/18/2014,N,M,I,M2,M2,OMU,SK,NA,NA,NA,0.182,2.041,2,negative,11,S,0.024489437,2.448943662,N,0.10075,1.775
2014,F3,10/17/2014,382,Capricorn,12/1/2005,N,F,A,C5,C5,OMU,SK,NA,NA,NA,0.14,5.69,5.7,negative,11,W,-0.017510563,-1.751056338,N,0.10075,1.775
2014,H3,10/17/2014,383,Bumblebee,4/19/2001,N,M,A,G,G,OMU,SK,L,C,N,0.181,8.628,8.6,negative,11,W,0.07160954,7.16095403,N,0.079,2.5995
2014,G3,10/17/2014,384,Boytije,11/24/2007,N,M,SA,G,G,OMU,SK,NA,NA,NA,0.167,7.616,7.6,negative,11,W,-0.029204508,-2.920450751,N,0.0735,0.599
2014,A4,10/17/2014,385,Talisman,11/1/2005,N,M,A,C5,C5,OMU,SK,L,C,N,0.175,8.226,8.2,negative,11,W,0.025148089,2.514808917,N,0.08775,1.413
2014,B6,10/17/2014,386,Gaia,10/24/2007,N,F,A,G,G,OMU,SK,NA,NA,NA,0.558,32.318,32.3,POSITIVE,11,S,0.357174748,35.71747478,P,0.14225,2.4285
2014,C6,10/18/2014,387,Qhorin,4/14/2001,N,M,A,Q,Q,OMU,SK,L,C,N,3.51,628.148,628.1,POSITIVE,11,S,3.394057148,339.4057148,P,0.08075,2.2945
2014,F12,10/18/2014,388,Imposter,2/1/2006,N,M,A,C3,C3,OMU,SK,L,C,N,0.478,44.387,44.4,POSITIVE,10,S,0.364479199,36.44791988,P,0.075,1.947
2014,B10,10/18/2014,391,Fabio,4/5/2006,N,M,A,Z5,Z5,OMU,SK,L,C,N,2.144,108.882,108.9,POSITIVE,12,S,2.017138722,201.7138722,P,0.093,2.7465
2014,F4,10/18/2014,392,Setey,7/25/2002,N,M,A,Z3,Z3,OMU,SK,F,,UN,0.141,5.751,5.8,negative,11,W,-0.016510563,-1.651056338,N,0.10075,1.775
2014,F5,10/18/2014,393,Zimbaba,UN,N,F,A,Z5,Z5,OMU,SK,NA,NA,NA,0.098,1.978,2,negative,11,W,-0.017942852,-1.794285247,N,0.08075,2.2945
2014,C10,10/18/2014,394,Madeline,10/1/2005,N,F,A,M2,M2,OMU,SK,NA,NA,NA,0.113,Range?,Range?,negative,12,S,0.008513699,0.851369863,N,0.0675,1.825
2014,D10,10/18/2014,395,Mary,8/25/1997,Y,F,A,M2,M2,OMU,SK,NA,NA,NA,0.265,5.808,5.8,negative,12,S,0.115148089,11.51480892,N,0.08775,1.413
2014,H4,10/18/2014,396,Talisman,11/1/2005,N,M,A,C5,C5,OMU,SK,L,C,N,0.097,1.847,1.8,negative,11,W,-0.046261813,-4.626181329,N,0.1035,2.603
2014,A12,10/18/2014,397,Zion,1/1/1997,N,F,A,Z5,Z5,OMU,SK,NA,NA,NA,0.204,8.76,8.8,negative,3,S,0.088057148,8.805714753,N,0.08075,2.2945
2014,B5,10/18/2014,398,Qalada,2/23/2013,N,F,J,Q,Q,OMU,SK,NA,NA,NA,0.095,1.622,1.6,negative,11,W,-0.01439046,-1.43904597,N,0.079,2.5995
2014,C5,10/18/2014,399,Avatar,9/25/2011,N,F,J,A,A,OMU,SK,NA,NA,NA,0.211,10.589,10.6,negative,11,W,0.095057148,9.505714753,N,0.08075,2.2945
2014,G8,10/18/2014,400,Zion,1/1/1997,N,F,A,Z5,Z5,OMU,SK,NA,NA,NA,0.149,Range?,Range?,negative,3,S,0.035479199,3.547919877,N,0.075,1.947
2014,G5,10/18/2014,403,Gladys,6/1/1996,N,F,A,G,G,OMU,SK,NA,NA,NA,0.134,5.226,5.2,negative,11,W,-0.066825252,-6.682525221,N,0.14225,2.4285
2014,H5,10/18/2014,404,Glenda,7/23/2002,N,F,A,G,G,OMU,SK,NA,NA,NA,0.108,3.033,3,negative,11,W,-0.019191224,-1.919122427,N,0.0825,1.846
2014,E6,10/18/2014,389-390,Ghost,10/24/2007,Y,F,A,G,G,OMU,SK,NA,NA,NA,2.708,,,,,,2.59860954,259.860954,P,0.08775,1.413
2014,F6,10/19/2014,405,Viper,11/1/2008,Y,M,SA,AMG3,AMG3,BA,SK,NA,NA,NA,2.595,187.747,187.7,POSITIVE,11,S,2.464319678,246.4319678,P,0.08525,1.8765
2014,C12,10/19/2014,407,Keegle,3/1/2001,N,F,A,K,K,OMU,SK,NA,NA,NA,0.17,Range?,Range?,negative,5,S,0.020148089,2.014808917,N,0.08775,1.413
2014,G3,10/19/2014,408,Vampire,12/1/2001,N,F,A,V,V,OMU,SK,NA,NA,NA,0.114,Range?,Range?,negative,14,W,0.003618609,0.361860897,N,0.07025,1.7505
2014,H12,10/19/2014,409,Violet,2/14/2005,N,F,A,V,V,OMU,SK,NA,NA,NA,0.093,Range?,Range?,negative,3,S,-0.037680322,-3.768032241,N,0.08525,1.8765
2014,C6,10/19/2014,410,Nadia,9/1/2005,N,F,A,N,N,OMU,SK,NA,NA,NA,0.163,7.376,7.4,negative,11,W,-0.033204508,-3.320450751,N,0.0735,0.599
2014,E10,10/19/2014,411,Nymphadora,12/18/2006,N,F,A,N,N,OMU,SK,NA,NA,NA,0.678,27.998,28,POSITIVE,12,S,0.523868177,52.38681772,P,0.12275,3.9115
2014,E6,10/19/2014,412,Nardos,9/1/1999,N,F,A,N,N,OMU,SK,NA,NA,NA,0.156,6.884,6.9,negative,11,W,0.040057148,4.005714753,N,0.08075,2.2945
2014,F6,10/19/2014,413,Zimbaba,UN,N,F,A,Z5,Z5,OMU,SK,NA,NA,NA,0.131,4.965,5,negative,11,W,0.015057148,1.505714753,N,0.08075,2.2945
2014,G6,10/19/2014,414,Sol,12/27/2004,N,M,A,B,B,OMU,SK,L,C,Y,0.15,6.395,6.4,negative,11,W,0.022808776,2.280877573,N,0.0825,1.846
2014,E8,10/19/2014,416,Zamboni,UN,N,F,A,Z5,Z5,OMU,SK,NA,NA,NA,0.29,17.695,17.7,Borderline,3,S,0.159319678,15.93196776,N,0.08525,1.8765
2014,F10,10/20/2014,417,Cassie,9/4/2002,N,F,A,C3,C3,OMU,SK,NA,NA,NA,0.075,Range?,Range?,negative,12,S,-0.105630561,-10.56305613,N,0.07625,0.7305
2014,G10,10/20/2014,418,Chuxi,7/28/2006,N,F,A,C3,C3,OMU,SK,NA,NA,NA,0.162,Range?,Range?,negative,12,S,0.05260954,5.26095403,N,0.079,2.5995
2014,H6,10/21/2014,419,Munchkin,2/1/2009,N,F,A,M1,M1,OMU,SK,NA,NA,NA,0.094,1.518,1.5,negative,11,W,-0.049261813,-4.926181329,N,0.1035,2.603
2014,E8,10/24/2014,422,B36,UN,N,M,SA,AMG4,AMG3,BA,SK,NA,NA,NA,0.118,3.909,3.9,negative,11,W,-0.031851911,-3.185191083,N,0.08775,1.413
2014,B11,10/24/2014,423,B37,UN,N,M,SA,AMG4,AMG3,BA,SK,NA,NA,NA,0.243,Range?,Range?,negative,6,S,0.099738187,9.973818671,N,0.1035,2.603
2014,F5,10/24/2014,424,B38,UN,N,M,SA,AMG4,AMG3,BA,SK,NA,NA,NA,0.165,Range?,Range?,negative,4,W,0.015148089,1.514808917,N,0.08775,1.413
2014,D8,10/24/2014,425,B32,UN,N,M,SA,AMG4,AMG3,BA,SK,NA,NA,NA,0.114,3.569,3.6,negative,11,W,0.003618609,0.361860897,N,0.07025,1.7505
2014,A7,10/24/2014,426,Noggin,6/1/2005,N,F,A,N,N,OMU,SK,NA,NA,NA,0.152,6.601,6.6,negative,11,W,0.008738187,0.873818671,N,0.1035,2.603
2014,E5,10/24/2014,427,B39,UN,N,M,SA,AMG4,AMG3,BA,SK,NA,NA,NA,0.189,4.473,4.5,negative,4,W,0.039148089,3.914808917,N,0.08775,1.413
2014,G7,10/24/2014,428,B40,UN,N,M,SA,AMG4,AMG3,BA,SK,NA,NA,NA,0.102,2.384,2.4,negative,11,W,-0.008381391,-0.838139103,N,0.07025,1.7505
2014,G8,10/24/2014,429,B37,UN,N,M,SA,AMG4,AMG3,BA,SK,NA,NA,NA,0.102,2.424,2.4,negative,11,W,-0.041261813,-4.126181329,N,0.1035,2.603
2014,H7,10/24/2014,430,B36,UN,N,M,SA,AMG4,AMG3,BA,SK,NA,NA,NA,0.138,5.514,5.5,negative,11,W,-0.005261813,-0.526181329,N,0.1035,2.603
2014,A9,10/24/2014,431,B 41,UN,N,M,SA,AMG4,AMG5,BA,SK,NA,NA,NA,0.225,11.453,11.5,negative,11,W,0.028795492,2.879549249,N,0.0735,0.599
2014,E7,10/24/2014,432,B33,UN,N,M,SA,AMG4,AMG3,BA,SK,NA,NA,NA,0.115,3.674,3.7,negative,11,W,-0.085825252,-8.582525221,N,0.14225,2.4285
2014,D7,10/25/2014,433,AF LL 1,UN,N,F,A,UN,UN,OMU,LL,NA,NA,NA,0.267,14.052,14.1,negative,11,W,0.136319678,13.63196776,N,0.08525,1.8765
2014,F8,10/25/2014,434,AF LL 2,UN,N,F,A,UN,UN,OMU,LL,NA,NA,NA,0.18,8.533,8.5,negative,11,W,0.049319678,4.931967759,N,0.08525,1.8765
2014,A10,10/25/2014,435,AF LL 3,UN,N,F,A,UN,UN,OMU,LL,NA,NA,NA,0.148,Range?,Range?,negative,5,S,-0.032630561,-3.263056126,N,0.07625,0.7305
2014,F7,10/26/2014,440,Gashaw,1/27/2005,N,M,A,M1,M1,OMU,SK,L,C,N,0.106,2.787,2.8,negative,11,W,-0.048131823,-4.813182283,N,0.12275,3.9115
2014,C7,10/26/2014,442,Monica,UN,N,F,A,M1,M1,OMU,SK,NA,NA,NA,0.152,6.535,6.5,negative,11,W,0.002148089,0.214808917,N,0.08775,1.413
2014,B7,10/26/2014,443,Moira,7/12/2007,N,F,A,M1,M1,OMU,SK,NA,NA,NA,0.221,11.245,11.2,negative,11,W,0.063489437,6.348943662,N,0.10075,1.775
2014,E12,10/26/2014,444,Millie,12/10/2013,N,F,I,M1,M1,OMU,SK,NA,NA,NA,0.093,Range?,Range?,negative,3,S,-0.056851911,-5.685191083,N,0.08775,1.413
2014,H2,10/26/2014,445,Mowtat,8/16/2014,N,F,I,M1,M1,OMU,SK,NA,NA,NA,0.31,32.577,32.6,POSITIVE,14,W,0.166738187,16.67381867,N,0.1035,2.603
2014,C8,10/27/2014,446,Mastika,9/20/2014,N,F,I,M1,M1,OMU,SK,NA,NA,NA,0.151,Range?,Range?,negative,3,S,-0.007833714,-0.783371402,N,0.083,1.0945
2014,A7,10/27/2014,447,Monica,UN,N,F,A,M1,M1,OMU,SK,NA,NA,NA,0.19,4.66,4.7,negative,4,W,-0.006204508,-0.620450751,N,0.0735,0.599
2014,B2,10/27/2014,448,Mastika,9/20/2014,N,F,I,M1,M1,OMU,SK,NA,NA,NA,0.122,Range?,Range?,negative,14,W,-0.027851911,-2.785191083,N,0.08775,1.413
2014,E2,10/27/2014,450,Gashaw,1/27/2005,N,M,A,M1,M1,OMU,SK,L,C,N,0.129,1.361,1.4,negative,14,W,-0.020851911,-2.085191083,N,0.08775,1.413
2014,G11,10/27/2014,452,Capricorn,12/1/2005,N,F,A,C4,C4,OMU,SK,NA,NA,NA,0.314,11.136,11.1,negative,5,S,0.183319678,18.33196776,N,0.08525,1.8765
2014,A11,10/27/2014,453,Ceylon,6/15/2005,N,F,A,C4,C4,OMU,SK,NA,NA,NA,0.266,5.974,6,negative,6,S,0.135319678,13.53196776,N,0.08525,1.8765
2014,F6,10/28/2014,456,Monica,UN,N,F,A,M1,M1,OMU,SK,NA,NA,NA,0.143,Range?,Range?,negative,7,S,-0.000261813,-0.026181329,N,0.1035,2.603
2014,A7,10/28/2014,457,Coco,2/17/2004,N,F,A,C4,C4,OMU,SK,NA,NA,NA,0.281,13.855,13.9,negative,11,S,0.150319678,15.03196776,N,0.08525,1.8765
2014,E6,10/28/2014,458,Jude,5/2/2008,N,M,SA,J,J,OMU,SK,NA,NA,NA,0.139,Range?,Range?,negative,4,W,0.008319678,0.831967759,N,0.08525,1.8765
2014,E3,10/28/2014,459,Jubilee,6/1/2001,N,F,A,J,J,OMU,SK,NA,NA,NA,0.159,Range?,Range?,negative,9,S,0.009148089,0.914808917,N,0.08775,1.413
2014,E7,10/28/2014,460,Gashaw,1/27/2005,N,M,A,M1,M1,OMU,SK,L,C,N,0.203,7.499,7.5,negative,4,W,0.072319678,7.231967759,N,0.08525,1.8765
2014,A2,10/28/2014,461,Mimi,9/9/1998,N,F,A,M1,M1,OMU,SK,NA,NA,NA,0.111,Range?,Range?,negative,14,W,-0.038851911,-3.885191083,N,0.08775,1.413
2014,F7,10/28/2014,462,Sean,10/24/2007,N,M,SA,AMG3,AMG3,BA,SK,NA,NA,NA,0.155,Range?,Range?,negative,4,W,0.011738187,1.173818671,N,0.1035,2.603
2014,G7,10/29/2014,463,Mhetik,3/29/2002,N,M,A,J,J,OMU,SK,L,C,Y,0.224,11.53,11.5,negative,4,W,0.119513699,11.95136986,N,0.0675,1.825
2014,B7,10/29/2014,464,Debra,5/1/1997,Y,F,A,D,D,OMU,SK,NA,NA,NA,3.118,309.162,309.2,POSITIVE,11,S,2.987319678,298.7319678,P,0.08525,1.8765
2014,H12,10/29/2014,466,Don Juan,9/14/2006,N,M,SA,AMG3,AMG3,BA,SK,NA,NA,NA,0.084,Range?,Range?,negative,10,S,-0.020486301,-2.048630137,N,0.0675,1.825
2014,D2,10/29/2014,467,Oregon,12/22/2007,N,M,SA,AMG3,AMG3,BA,SK,NA,NA,NA,0.121,Range?,Range?,negative,14,W,-0.022261813,-2.226181329,N,0.1035,2.603
2014,G8,10/30/2014,BS 60,B43,UN,Y,M,A,AMG5,AMG5,BA,CH,B,B,UN,2.988,267.168,267.2,POSITIVE,11,S,2.787174748,278.7174748,P,0.14225,2.4285
2014,F8,10/30/2014,Bs 61,B44,UN,N,M,SA,AMG5,AMG5,BA,CH,NA,NA,NA,1.835,95.774,95.8,POSITIVE,6,S,1.721479199,172.1479199,P,0.075,1.947
2014,D8,10/30/2014,BS 62,B45,UN,Y,M,A,AMG5,AMG5,BA,CH,B,B,UN,2.937,256.759,256.8,POSITIVE,5,S,2.680512129,268.0512129,P,0.166,1.8345
2014,B10,10/30/2014,BS 63,B44,UN,N,M,SA,AMG5,AMG5,BA,CH,NA,NA,NA,1.428,90.981,91,POSITIVE,5,S,1.284738187,128.4738187,P,0.1035,2.603
2014,H8,10/30/2014,BS 64,B45,UN,Y,M,A,AMG5,AMG5,BA,CH,B,B,UN,2.573,184.5,184.5,POSITIVE,11,S,2.442319678,244.2319678,P,0.08525,1.8765
2014,A7,10/30/2014,BS 65,B46,UN,N,M,A,AMG5,AMG5,BA,CH,B,B,UN,1.147,86.608,86.6,POSITIVE,4,S,0.967890596,96.78905959,P,0.09275,1.074
2014,B12,10/30/2014,BS 66,B44,UN,N,M,SA,AMG5,AMG5,BA,CH,NA,NA,NA,0.775,48.799,48.8,POSITIVE,5,S,0.664618609,66.4618609,P,0.07025,1.7505
2014,E5,10/30/2014,Bs 67,YJF1,UN,N,F,J,U,U,OMU,CH,NA,NA,NA,0.289,10.662,10.7,negative,4,S,0.178618609,17.8618609,N,0.07025,1.7505
2014,B9,10/30/2014,BS 69,AF3,UN,Y,F,A,UN3,UN,OMU,CH,NA,NA,NA,3.082,296.343,296.3,POSITIVE,11,S,2.97260954,297.260954,P,0.079,2.5995
2014,G11,10/30/2014,BS 70,YJF2,UN,N,F,J,U,U,OMU,CH,NA,NA,NA,0.175,0.462,0.5,negative,4,W,-0.021204508,-2.120450751,N,0.0735,0.599
2014,A4,10/30/2014,Bs 72,YJF3,UN,N,F,J,U,U,OMU,CH,NA,NA,NA,0.214,Range?,Range?,negative,4,S,0.10460954,10.46095403,N,0.079,2.5995
2014,G3,10/30/2014,BS 73,YJF4,UN,N,F,J,U,U,OMU,CH,NA,NA,NA,0.278,7.555,7.6,negative,9,W,0.16860954,16.86095403,N,0.079,2.5995
2014,D9,10/30/2014,BS 74,LM1,UN,N,M,A,UN3,UN,OMU,CH,L,C,UN,0.604,34.945,34.9,POSITIVE,11,S,0.454148089,45.41480892,P,0.08775,1.413
