"ORDER","UNIT","NAME","ID","SEX","EVENT","DATE","STATUS","MOM","INF.NAME"
"2","K","Kinky","KIN","F","Independent",NA,"Natal","Kara",""
"1","K","Kirby","KIR","M","DOB",2013-06-30,"Natal","Kylie",""
"2","K","Kirby","KIR","M","START",2013-06-30,"Natal","Kylie",""
"3","K","Kirby","KIR","M","Takeover",2014-03-22,"Natal","Kylie",""
"4","K","Kirby","KIR","M","DOD",2014-04-02,"Natal","Kylie",""
"5","K","Kirby","KIR","M","END",2014-04-02,"Natal","Kylie",""
"1","H1","Kisses","KIS","M","DOB",2011-12-05,"Natal","Hershey",""
"2","H1","Kisses","KIS","M","START",2011-12-05,"Natal","Hershey",""
"4","H1","Kisses","KIS","M","END",NA,"Natal","Hershey",""
"3","H","Kisses","KIS","M","Independent",NA,"Natal","Hershey",""
"1","K","Kixx","KIX","F","DOB",2009-01-25,"Natal","Kara",""
"2","K","Kixx","KIX","F","START",2009-01-25,"","Kara",""
"3","K","Kixx","KIX","F","Takeover",2009-04-05,"","Kara",""
"4","K","Kixx","KIX","F","DOD",2009-05-31,"","Kara",""
"5","K","Kixx","KIX","F","END",2009-05-31,"","Kara",""
"1","K","Klipspringer","KLI","F","DOB",2010-03-01,"Natal","Kinky",""
"2","K","Klipspringer","KLI","F","START",2010-03-01,"","Kinky",""
"4","K","Klipspringer","KLI","F","DOD",2011-06-08,"","Kinky",""
"5","K","Klipspringer","KLI","F","END",2011-06-08,"","",""
"3","K","Klipspringer","KLI","F","Mom died",2011-06-08,"","",""
"1","K","Klondike","KLO","F","DOB",2007-03-11,"Natal","#N/A",""
"2","K","Klondike","KLO","F","Takeover",2009-04-05,"","#N/A",""
"3","K","Klondike","KLO","F","DOD",2010-01-01,"","#N/A",""
"4","K","Klondike","KLO","F","END",2010-01-10,"","#N/A",""
"5","K","Klondike","KLO","F","START",NA,"","#N/A",""
"1","unknown","Knuckles","KNU","M","DOB",1998-04-19,"","",""
"2","K","Knuckles","KNU","M","START",2009-03-01,"Leader","",""
"N","K","Knuckles","KNU","M","Cyst",2009-04-01,"","",""
"3","K","Knuckles","KNU","M","Leader to follower",2009-04-05,"Follower","",""
"4","K","Knuckles","KNU","M","Overthrown",2009-04-05,"Former leader","",""
"5","K","Knuckles","KNU","M","DIS",2013-08-22,"Bachelor","",""
"6","K","Knuckles","KNU","M","END",2013-08-22,"Bachelor","",""
"1","K","Kocomo","KOC","M","DOB",2010-08-28,"Natal","Keegle",""
"2","K","Kocomo","KOC","M","START",2010-08-28,"Natal","Keegle",""
"3","K","Kocomo","KOC","M","DOD",2011-02-17,"Natal","Keegle",""
"4","K","Kocomo","KOC","M","END",2011-02-17,"Natal","Keegle",""
"1","B","Kofi","KOF","M","DOB",2007-07-17,"Natal","Buna",""
"2","B","Kofi","KOF","M","START",2007-07-17,"Natal","Buna",""
"3","B","Kofi","KOF","M","Independent",2008-08-14,"Natal","Buna",""
"4","B","Kofi","KOF","M","END",NA,"Natal","Buna",""
"1","K","Kokh","KOK","M","DOB",2015-10-11,"Natal","Keegle",""
"2","K","Kokh","KOK","M","START",2015-10-11,"Natal","Keegle",""
"3","K","Kokh","KOK","M","END",2015-12-26,"","",""
"1","K","Kondrashov","KON","F","DOB",2012-11-10,"Natal","Keegle",""
"2","K","Kondrashov","KON","F","START",2013-11-01,"","Keegle",""
"3","K","Kondrashov","KON","F","Takeover",2014-03-23,"","Keegle",""
"4","K","Kondrashov","KON","F","Independent",2014-04-13,"Natal","Keegle",""
"5","K","Kondrashov","KON","F","END",2015-12-26,"","Keegle",""
"1","unknown","Korada","KOR","M","DOB",1997-01-03,"","",""
"2","C","Korada","KOR","M","START",2006-01-01,"Follower","",""
"3","C3","Korada","KOR","M","Fission",2008-05-27,"Follower","",""
"4","C3","Korada","KOR","M","END",2009-06-12,"Follower","",""
"5","C3","Korada","KOR","M","DOD",2009-06-12,"Follower","",""
"1","N","Kosie","KOS","M","DOB",2008-08-14,"Natal","Nima",""
"2","N","Kosie","KOS","M","START",2008-08-14,"Natal","Nima",""
"4","N","Kosie","KOS","M","DOD",2009-03-05,"Natal","Nima",""
"5","N","Kosie","KOS","M","END",2009-03-05,"Natal","Nima",""
"3","N","Kosie","KOS","M","Mom died",2009-03-05,"","",""
"1","K","Kylie","KYL","F","DOB",2007-03-11,"Natal","Keegle",""
"3","K","Kylie","KYL","F","Takeover",2009-04-05,"","Keegle",""
"4","K","Kylie","KYL","F","Takeover",2011-08-17,"","Keegle",""
"5","K","Kylie","KYL","F","Takeover",2011-08-18,"","Keegle",""
"6","K","Kylie","KYL","F","Female maturation",2012-05-27,"C","Keegle",""
"7","K","Kylie","KYL","F","START",2012-05-27,"C","Keegle",""
"8","K","Kylie","KYl","F","Conception",2012-12-30,"P","Keegle","Kirby"
"9","K","Kylie","KYL","F","First Birth",2013-06-30,"L","Keegle","Kirby"
"10","K","Kylie","KYL","F","Takeover",2014-03-23,"L","Keegle",""
"11","K","Kylie","KYL","F","Inf Death",2014-04-02,"C","Keegle","Kirby"
"12","K","Kylie","KYL","F","Conception",2014-05-25,"P","Keegle","Kyte"
"13","K","Kylie","KYL","F","Birth",2014-11-21,"L","Keegle","Kyte"
"14","K","Kylie","KYL","F","END",2015-12-26,"","Keegle",""
"2","K","Kylie","KYL","F","Independent",NA,"Natal","Keegle",""
"1","K","Kyte","KYT","F","DOB",2014-11-21,"Natal","Kylie",""
"2","K","Kyte","KYT","F","START",2014-11-21,"Natal","Kylie",""
"3","K","Kyte","KYT","F","END",2015-12-26,"","Kylie",""
"1","L","Lada","LAD","F","DOB",1995-03-13,"Natal","",""
"5","L","Lada","LAD","F","Birth",2003-04-08,"L","","Lee"
"6","L","Lada","LAD","F","START",2006-02-22,"C","",""
"7","L","Lada","LAD","F","Conception",2006-07-26,"P","","Niva"
"8","L","Lada","LAD","F","Birth",2007-01-25,"L","","Niva"
"9","L","Lada","LAD","F","Wean (swell)",2008-05-17,"C","","Niva"
"4","L","Lada","LAD","F","Cyst",2010-10-01,"","",""
"10","L","Lada","LAD","F","DOD",2011-03-09,"","",""
"11","L","Lada","LAD","F","END",2011-03-09,"","",""
"3","L","Lada","LAD","F","Female maturation",NA,"C","",""
"4","L","Lada","LAD","F","First Birth",NA,"L","",""
"2","L","Lada","LAD","F","Independent",NA,"Natal","",""
"1","L","Lamu","LAM","F","DOB",1991-05-24,"Natal","",""
"5","L","Lamu","LAM","F","Birth",2005-12-01,"L","","Soc"
"6","L","Lamu","LAM","F","START",2006-03-28,"L","","Soc"
"7","L","Lamu","LAM","F","Wean (swell)",2007-08-21,"C","","Soc"
"8","L","Lamu","LAM","F","Conception",2008-02-15,"P","","Lero"
"9","L","Lamu","LAM","F","Birth",2008-08-16,"L","","Lero"
"10","L","Lamu","LAM","F","Inf Death",2008-12-12,"C","","Lero"
"11","L","Lamu","LAM","F","Conception",2009-03-11,"P","","Louis"
"12","L","Lamu","LAM","F","Birth",2009-09-10,"L","","Louis"
"14","L","Lamu","LAM","F","DOD",2010-04-02,"","",""
"15","L","Lamu","LAM","F","END",2010-04-02,"","",""
"13","L","Lamu","LAM","F","Inf Death",2010-04-02,"C","","Louis"
"3","L","Lamu","LAM","F","Female maturation",NA,"C","",""
"4","L","Lamu","LAM","F","First Birth",NA,"L","",""
"2","L","Lamu","LAM","F","Independent",NA,"Natal","",""
"1","L","Lbaby","LBA","M","DOB",2011-11-22,"Natal","Lolita",""
"2","L","Lbaby","LBA","M","START",2011-11-22,"Natal","Lolita",""
"3","L","Lbaby","LBA","M","DOD",2011-12-08,"Natal","Lolita",""
"4","L","Lbaby","LBA","M","END",2011-12-08,"Natal","Lolita",""
"1","unknown","Leatherface","LEA","M","DOB",2001-03-06,"","",""
"2","AMG","Leatherface","LEA","M","START",2009-06-04,"Bachelor","",""
"4","B2","Leatherface","LEA","M","Fission",2009-07-24,"Leader","",""
"3","B","Leatherface","LEA","M","Takes over unit",2009-07-24,"Leader","",""
"5","B2","Leatherface","LEA","M","END",2011-06-17,"Leader","",""
"6","B2","Leatherface","LEA","M","STOP",2011-06-17,"Leader","",""
"1","unknown","Leba","LEB","M","DOB",1997-10-15,"","",""
"3","R","Leba","LEB","M","START",2006-01-31,"Leader","",""
"2","R","Leba","LEB","M","Takes over unit",2006-01-31,"Leader","",""
"5","R","Leba","LEB","M","END",2011-06-06,"Leader","",""
"4","R","Leba","LEB","M","Overthrown",2011-06-06,"Former leader","",""
"6","R","Leba","LEB","M","DIS",2011-06-06,"Former leader","",""
"1","L","Lee","LEE","F","DOB",2003-05-07,"Natal","Lada",""
"3","L","Lee","LEE","F","START",2007-02-19,"","Lada",""
"4","L","Lee","LEE","F","Female maturation",2007-12-19,"C","Lada",""
"5","L","Lee","LEE","F","Conception",2009-03-11,"P","Lada","Lizzy"
"6","L","Lee","LEE","F","First Birth?",2009-09-10,"L","Lada","Lizzy"
"7","L","Lee","LEE","F","Wean (swell)",2011-03-04,"C","Lada","Lizzy"
"8","L","Lee","LEE","F","Mom died",2011-03-09,"","",""
"9","L","Lee","LEE","F","Takeover",2011-10-30,"C","Lada",""
"10","L","Lee","LEE","F","Takeover",2012-03-20,"C","Lada",""
"11","L","Lee","LEE","F","Takeover",2012-05-27,"C","Lada",""
"12","L","Lee","LEE","F","Conception",2012-06-11,"P","Lada","Llq"
"13","L","Lee","LEE","F","Birth",2012-12-11,"L","Lada","Llq"
"14","L","Lee","LEE","F","END",2013-01-31,"","Lada",""
"2","L","Lee","LEE","F","Independent",NA,"Natal","Lada",""
"1","L","Lefty","LEF","F","DOB",1983-01-30,"Natal","",""
"N","L","Lefty","LEF","F","Cyst",2006-01-01,"","",""
"5","L","Lefty","LEF","F","START",2006-02-22,"C","",""
"6","L","Lefty","LEF","F","Conception",2006-03-06,"P","","Lychen"
"7","L","Lefty","LEF","F","Birth",2006-09-05,"L","","Lychen"
"9","L","Lefty","LEF","F","DOD",2007-01-24,"","",""
"10","L","Lefty","LEF","F","END",2007-01-24,"","",""
"8","L","Lefty","LEF","F","Inf Death",2007-01-24,"C","","Lychen"
"3","L","Lefty","LEF","F","Female maturation",NA,"C","",""
"4","L","Lefty","LEF","F","First Birth",NA,"L","",""
"2","L","Lefty","LEF","F","Independent",NA,"Natal","",""
"1","L","Lekker","LEK","M","DOB",2009-08-22,"Natal","Lolita",""
"2","L","Lekker","LEK","M","START",2009-08-22,"Natal","Lolita",""
"3","L","Lekker","LEK","M","Independent",2011-05-22,"Natal","Lolita",""
"4","L","Lekker","LEK","M","END",NA,"Natal","Lolita",""
"1","unknown","Lennon","LEN","M","DOB",2005-12-06,"","",""
"2","K","Lennon","LEN","M","Takes over unit",2014-03-22,"Leader","",""
"3","K","Lennon","LEN","M","START",2014-03-24,"Leader","",""
"4","K","Lennon","LEN","M","END",2015-12-26,"","",""
"1","L","Lero","LER","M","DOB",2008-08-16,"Natal","Lamu",""
"2","L","Lero","LER","M","START",2008-08-16,"Natal","Lamu",""
"3","L","Lero","LER","M","DOD",2008-12-01,"Natal","Lamu",""
"4","L","Lero","LER","M","END",2008-12-01,"Natal","Lamu",""
"1","L","Levi","LEV","M","DOB",2008-06-19,"Natal","Lisa",""
"2","L","Levi","LEV","M","START",2008-06-19,"Natal","Lisa",""
"3","L","Levi","LEV","M","Independent",2009-05-18,"Natal","Lisa",""
"4","L","Levi","LEV","M","END",NA,"Natal","Lisa",""
"1","L","Licorice","LIC","F","DOB",2010-09-28,"Natal","Lisa",""
"2","L","Licorice","LIC","F","Takeover",2011-10-30,"","Lisa",""
"3","L","Licorice","LIC","F","Independent",2011-11-23,"Natal","Lisa",""
"4","L","Licorice","LIC","F","START",2012-03-05,"","Lisa",""
"5","L","Licorice","LIC","F","Takeover",2012-03-20,"","Lisa",""
"6","L","Licorice","LIC","F","Takeover",2012-05-27,"","Lisa",""
"7","L","Licorice","LIC","F","END",2013-01-31,"","Lisa",""
"1","L","Lima","LIM","F","DOB",1999-08-26,"Natal","",""
"4","L","Lima","LIM","F","First Birth",2005-12-01,"L","","Sac"
"N","L","Lima","LIM","F","Cyst",2006-01-01,"","",""
"5","L","Lima","LIM","F","START",2006-02-22,"L","","Sac"
"7","L","Lima","LIM","F","DOD",2007-01-24,"","",""
"8","L","Lima","LIM","F","END",2007-01-24,"","",""
"6","L","Lima","LIM","F","Inf Death",2007-01-24,"C","","Sac"
"3","L","Lima","LIM","F","Female maturation",NA,"C","",""
"2","L","Lima","LIM","F","Independent",NA,"Natal","",""
"1","L","Linzy","LIN","F","DOB",2005-12-01,"Natal","Lolita",""
"2","L","Linzy","LIN","F","START",2005-12-01,"","Lolita",""
"3","L","Linzy","LIN","F","Independent",2007-01-03,"Natal","Lolita",""
"4","L","Linzy","LIN","F","Female maturation",2011-06-06,"C","Lolita",""
"5","L","Linzy","LIN","F","START",2011-07-06,"C","Lolita",""
"6","L","Linzy","LIN","F","Takeover",2011-10-30,"C","Lolita",""
"7","L","Linzy","LIN","F","Takeover",2012-03-20,"C","Lolita",""
"8","L","Linzy","LIN","F","Takeover",2012-05-27,"C","Lolita",""
"9","L","Linzy","LIN","F","END",2013-01-31,"","Lolita",""
"1","L","Lippy","LIP","F","DOB",1986-08-12,"Natal","",""
"5","L","Lippy","LIP","F","Conception",2006-01-16,"P","","Spit"
"6","L","Lippy","LIP","F","START",2006-02-22,"P","","Spit"
"7","L","Lippy","LIP","F","Birth",2006-07-18,"L","","Spit"
"8","L","Lippy","LIP","F","Inf Death",2007-01-24,"C","","Spit"
"9","L","Lippy","LIP","F","Wean (swell)",2008-01-28,"C","","Spit"
"10","L","Lippy","LIP","F","DOD",2010-08-06,"","",""
"11","L","Lippy","LIP","F","END",2010-08-06,"","",""
"3","L","Lippy","LIP","F","Female maturation",NA,"C","",""
"4","L","Lippy","LIP","F","First Birth",NA,"L","",""
"2","L","Lippy","LIP","F","Independent",NA,"Natal","",""
"1","L","Lisa","LIS","F","DOB",1994-02-05,"Natal","",""
"5","L","Lisa","LIS","F","Birth",2005-12-01,"L","","Luna"
"6","L","Lisa","LIS","F","START",2006-05-16,"L","","Luna"
"7","L","Lisa","LIS","F","Wean (swell)",2007-05-19,"C","","Luna"
"8","L","Lisa","LIS","F","Conception",2007-12-19,"P","","Levi"
"9","L","Lisa","LIS","F","Birth",2008-06-19,"L","","Levi"
"10","L","Lisa","LIS","F","Wean (swell)",2009-05-18,"C","","Levi"
"11","L","Lisa","LIS","F","Conception",2010-03-29,"P","","Licorice"
"12","L","Lisa","LIS","F","Birth",2010-09-28,"L","","Licorice"
"13","L","Lisa","LIS","F","Takeover",2011-10-30,"L","","Licorice"
"14","L","Lisa","LIS","F","Wean (swell)",2011-11-23,"C","","Licorice"
"15","L","Lisa","LIS","F","Takeover",2012-03-20,"C","",""
"16","L","Lisa","LIS","F","Takeover",2012-05-27,"C","",""
"17","L","Lisa","LIS","F","END",2013-01-31,"","",""
"3","L","Lisa","LIS","F","Female maturation",NA,"C","",""
"4","L","Lisa","LIS","F","First Birth",NA,"L","",""
"2","L","Lisa","LIS","F","Independent",NA,"Natal","",""
"1","L","Little","LIT","F","DOB",2004-12-15,"Natal","Lorna",""
"2","L","Little","LIT","F","Independent",2007-05-19,"Natal","Lorna",""
"3","L","Little","LIT","F","Female maturation",2011-06-06,"C","Lorna",""
"4","L","Little","LIT","F","START",2011-07-06,"C","Lorna",""
"5","L","Little","LIT","F","Takeover",2011-10-30,"C","Lorna",""
"6","L","Little","LIT","F","Takeover",2012-03-20,"C","Lorna",""
"7","L","Little","LIT","F","Takeover",2012-05-27,"C","Lorna",""
"8","L","Little","LIT","F","Conception",2012-06-04,"P","Lorna","Lll"
"9","L","Little","LIT","F","First Birth",2012-12-04,"L","Lorna","Lll"
"10","L","Little","LIT","F","END",2013-01-31,"","Lorna",""
"1","L","Lizzy","LIZ","F","DOB",2009-09-10,"Natal","Lee",""
"2","L","Lizzy","LIZ","F","Independent",2011-03-04,"Natal","Lee",""
"3","L","Lizzy","LIZ","F","Takeover",2011-10-30,"","Lee",""
"4","L","Lizzy","LIZ","F","Takeover",2012-03-20,"","Lee",""
"5","L","Lizzy","LIZ","F","START",2012-03-31,"","Lee",""
"6","L","Lizzy","LIZ","F","Takeover",2012-05-27,"","Lee",""
"7","L","Lizzy","LIZ","F","END",2013-01-31,"","Lee",""
"1","L","Lll","LLL","M","DOB",2012-12-04,"Natal","Little",""
"2","L","Lll","LLL","M","START",2012-12-04,"Natal","Little",""
"3","L","Lll","LLL","M","END",2013-01-31,"","Little",""
"1","L","Llq","LLQ","F","DOB",2012-12-11,"Natal","Lee",""
"2","L","Llq","LLQ","F","START",2012-12-11,"","Lee",""
"3","L","Llq","LLQ","F","END",2013-01-31,"","Lee",""
"1","L","Loba","LOB","F","DOB",2011-06-03,"Natal","Loo",""
"2","L","Loba","LOB","F","Takeover",2011-10-30,"","Loo",""
"3","L","Loba","LOB","F","Independent",2012-03-20,"Natal","Loo",""
"4","L","Loba","LOB","F","Takeover",2012-03-20,"","Loo",""
"5","L","Loba","LOB","F","Takeover",2012-05-27,"","Loo",""
"6","L","Loba","LOB","F","START",2012-12-29,"","Loo",""
"7","L","Loba","LOB","F","END",2013-01-31,"","Loo",""
"1","L","Lolita","LOL","F","DOB",1996-01-04,"Natal","",""
"5","L","Lolita","LOL","F","Birth",2005-12-01,"L","","Linzy"
"6","L","Lolita","LOL","F","START",2006-05-16,"L","","Linzy"
"7","L","Lolita","LOL","F","Wean (swell)",2007-01-03,"C","","Linzy"
"8","L","Lolita","LOL","F","Conception",2007-02-12,"P","","Irons"
"9","L","Lolita","LOL","F","Birth",2007-08-14,"L","","Irons"
"10","L","Lolita","LOL","F","Wean (swell)",2009-02-11,"C","","Irons"
"11","L","Lolita","LOL","F","Conception",2009-02-20,"P","","Lekker"
"12","L","Lolita","LOL","F","Birth",2009-08-22,"L","","Lekker"
"13","L","Lolita","LOL","F","Wean (swell)",2011-05-22,"C","","Lekker"
"14","L","Lolita","LOL","F","Conception",2011-05-23,"P","","Lbaby"
"15","L","Lolita","LOL","F","Takeover",2011-10-30,"P","","Lbaby"
"16","L","Lolita","LOL","F","Birth",2011-11-22,"L","","Lbaby"
"17","L","Lolita","LOL","F","Inf Death",2011-12-08,"C","","Lbaby"
"18","L","Lolita","LOL","F","Takeover",2012-03-20,"C","",""
"19","L","Lolita","LOL","F","Takeover",2012-05-27,"C","",""
"20","L","Lolita","LOL","F","Conception",2012-07-18,"P","","Lql"
"21","L","Lolita","LOL","F","Birth",2013-01-17,"L","","Lql"
"22","L","Lolita","LOL","F","END",2013-01-31,"","",""
"3","L","Lolita","LOL","F","Female maturation",NA,"C","",""
"4","L","Lolita","LOL","F","First Birth",NA,"L","",""
"2","L","Lolita","LOL","F","Independent",NA,"Natal","",""
"1","L","Loo","LOO","F","DOB",2002-10-05,"Natal","Lorna or Lamu",""
"3","L","Loo","LOO","F","START",2007-03-03,"","Lorna or Lamu",""
"4","L","Loo","LOO","F","Female maturation",2007-05-19,"C","Lorna or Lamu",""
"5","L","Loo","LOO","F","Conception",2007-07-17,"P","Lorna or Lamu","Potter"
"6","L","Loo","LOO","F","First Birth",2008-01-16,"L","Lorna or Lamu","Potter"
"7","L","Loo","LOO","F","Wean (swell)",2010-05-19,"C","Lorna or Lamu","Potter"
"8","L","Loo","LOO","F","Conception",2010-12-02,"P","Lorna or Lamu","Loba"
"9","L","Loo","LOO","F","Birth",2011-06-03,"L","Lorna or Lamu","Loba"
"10","L","Loo","LOO","F","Takeover",2011-10-30,"L","Lorna or Lamu","Loba"
"12","L","Loo","LOO","F","Takeover",2012-03-20,"L","Lorna or Lamu","Loba"
"11","L","Loo","LOO","F","Wean (swell)",2012-03-20,"C","Lorna or Lamu","Loba"
"13","L","Loo","LOO","F","Takeover",2012-05-27,"C","Lorna or Lamu",""
"14","L","Loo","LOO","F","END",2013-01-31,"","Lorna or Lamu",""
"2","L","Loo","LOO","F","Independent",NA,"Natal","Lorna or Lamu",""
"1","L","Lorna","LOR","F","DOB",1994-02-05,"Natal","",""
"5","L","Lorna","LOR","F","Birth",2004-12-15,"L","","Little"
"6","L","Lorna","LOR","F","START",2006-02-22,"L","","Little"
"7","L","Lorna","LOR","F","Wean (swell)",2007-05-19,"C","","Little"
"8","L","Lorna","LOR","F","Conception",2007-08-24,"P","","Djembe"
"9","L","Lorna","LOR","F","Birth",2008-02-23,"L","","Djembe"
"10","L","Lorna","LOR","F","Wean (swell)",2010-03-03,"C","","Djembe"
"11","L","Lorna","LOR","F","Conception",2011-07-04,"P","","Lulu"
"12","L","Lorna","LOR","F","Takeover",2011-10-30,"P","","Lulu"
"13","L","Lorna","LOR","F","Birth",2012-01-01,"L","","Lulu"
"14","L","Lorna","LOR","F","Takeover",2012-03-20,"L","","Lulu"
"15","L","Lorna","LOR","F","Takeover",2012-05-27,"L","","Lulu"
"16","L","Lorna","LOR","F","Inf Death",2012-08-08,"C","","Lulu"
"17","L","Lorna","LOR","F","END",2013-01-31,"","",""
"3","L","Lorna","LOR","F","Female maturation",NA,"C","",""
"4","L","Lorna","LOR","F","First Birth",NA,"L","",""
"2","L","Lorna","LOR","F","Independent",NA,"Natal","",""
"1","L","Louis","LOU","M","DOB",2009-09-10,"Natal","Lamu",""
"2","L","Louis","LOU","M","START",2009-09-10,"Natal","Lamu",""
"4","L","Louis","LOU","M","DOD",2010-05-19,"Natal","Lamu",""
"5","L","Louis","LOU","M","END",2010-05-19,"Natal","Lamu",""
"3","L","Louis","LOU","M","Mom died",2010-05-19,"","",""
"1","L","Lql","LQL","M","DOB",2012-12-29,"Natal","Lolita",""
"2","L","Lql","LQL","M","START",2012-12-29,"Natal","Lolita",""
"3","L","Lql","LQL","M","END",NA,"Natal","Lolita",""
"1","H","Lucky","LUC","M","DOB",2007-07-14,"Natal","Heksie",""
"2","H","Lucky","LUC","M","START",2007-07-14,"Natal","Heksie",""
"3","H","Lucky","LUC","M","Independent",2008-06-06,"Natal","Heksie",""
"4","L","Lucky","LUC","M","END",NA,"Natal","Heksie",""
"1","Z2","Luigi","LUI","M","DOB",1999-07-20,"Follower","",""
"3","Z2","Luigi","LUI","M","Immigration - Adult male",2014-07-18,"Follower","",""
"2","Z2","Luigi","LUI","M","START",2014-07-18,"Follower","",""
"4","Z2","Luigi","LUI","M","Emigration - Adult male",2014-07-31,"Follower","",""
"5","Z3","Luigi","LUI","M","Immigration - Adult male",2014-07-31,"Follower","",""
"6","Z3","Luigi","LUI","M","Emigration - Adult male",2014-08-29,"","",""
"8","Z3","Luigi","LUI","M","DIS",2014-08-29,"","",""
"7","unknown","Luigi","LUI","M","END",2014-08-29,"","",""
"1","L","Lulu","LUL","F","DOB",2012-01-03,"Natal","Lorna",""
"2","L","Lulu","LUL","F","DOD",2012-08-08,"","Lorna",""
"3","L","Lulu","LUL","F","END",2012-08-08,"","Lorna",""
"1","L","Luna","LUN","F","DOB",2005-12-01,"Natal","Lisa",""
"2","L","Luna","LUN","F","Independent",2007-05-19,"Natal","Lisa",""
"3","L","Luna","LUN","F","Female maturation",2011-10-10,"C","Lisa",""
"4","L","Luna","LUN","F","START",2011-10-10,"C","Lisa",""
"5","L","Luna","LUN","F","Takeover",2011-10-30,"C","Lisa",""
"6","L","Luna","LUN","F","Takeover",2012-03-20,"C","Lisa",""
"7","L","Luna","LUN","F","Takeover",2012-05-27,"C","Lisa",""
"8","L","Luna","LUN","F","END",2013-01-31,"","Lisa",""
"1","L","Lychen","LYC","M","DOB",2006-09-05,"Natal","Lefty",""
"2","L","Lychen","LYC","M","START",2006-09-05,"Natal","Lefty",""
"4","L","Lychen","LYC","M","DOD",2007-01-24,"Natal","Lefty",""
"5","L","Lychen","LYC","M","END",2007-01-24,"Natal","Lefty",""
"3","L","Lychen","LYC","M","Mom died",2007-01-24,"","",""
"1","M","Mabel","MAB","F","DOB",1993-08-11,"Natal","",""
"5","M","Mabel","MAB","F","Birth",2004-05-01,"L","","Melanie"
"6","M","Mabel","MAB","F","Conception",2005-11-06,"P","","Seymore"
"7","M","Mabel","MAB","F","START",2006-01-14,"P","","Seymore"
"8","M","Mabel","MAB","F","Birth",2006-05-08,"L","","Seymore"
"9","M","Mabel","MAB","F","Wean (swell)",2007-07-13,"C","","Seymore"
"10","M","Mabel","MAB","F","Conception",2007-10-22,"P","","Darren"
"11","M","Mabel","MAB","F","Takeover",2008-04-22,"P","","Darren"
"12","M","Mabel","MAB","F","Birth",2008-05-23,"L","","Darren"
"13","M","Mabel","MAB","F","Inf Death",2008-10-22,"C","","Darren"
"14","M","Mabel","MAB","F","DOD",2009-08-07,"","",""
"15","M","Mabel","MAB","F","END",2009-08-07,"","",""
"3","M","Mabel","MAB","F","Female maturation",NA,"C","",""
"4","M","Mabel","MAB","F","First Birth",NA,"L","",""
"2","M","Mabel","MAB","F","Independent",NA,"Natal","",""
"1","M1","MacBeth","MAC","F","DOB",2014-09-02,"Natal","Meena",""
"2","M1","MacBeth","MAC","F","START",2014-09-02,"Natal","Meena",""
"3","M1","MacBeth","MAC","F","Independent",2015-07-03,"Natal","Meena",""
"4","M1","MacBeth","MAC","F","END",2015-12-26,"","Meena",""
"1","M","Madeline","MAD","F","DOB",2005-10-01,"Natal","Mary",""
"2","M","Madeline","MAD","F","Independent",2007-01-11,"Natal","Mary",""
"3","M","Madeline","MAD","F","Takeover",2008-04-22,"","Mary",""
"4","M","Madeline","MAD","F","Takeover",2010-01-12,"","Mary",""
"5","M","Madeline","MAD","F","Female maturation",2010-09-21,"C","Mary",""
"6","M","Madeline","MAD","F","START",2010-09-21,"C","Mary",""
"7","M","Madeline","MAD","F","Takeover",2011-08-15,"C","Mary",""
"8","M2","Madeline","MAD","F","Fission",2011-11-01,"C","Mary",""
"9","M2","Madeline","MAD","F","Conception",2011-12-04,"P","Mary","Mickey"
"10","M2","Madeline","MAD","F","First Birth",2012-06-05,"L","Mary","Mickey"
"11","M3","Madeline","MAD","F","Fusion",2013-02-22,"L","Mary","Mickey"
"12","M3","Madeline","MAD","F","Takeover",2013-02-23,"L","Mary","Mickey"
"13","M3","Madeline","MAD","F","Fission",2013-05-10,"L","Mary","Mickey"
"14","M2","Madeline","MAD","F","Takeover",2013-07-20,"L","Mary","Mickey"
"15","M2","Madeline","MAD","F","Takeover",2013-08-11,"L","Mary","Mickey"
"16","M2","Madeline","MAD","F","Wean (swell)",2013-08-15,"C","Mary","Mickey"
"17","M2","Madeline","MAD","F","Conception",2014-03-14,"P","Mary","Mohammed"
"18","M2","Madeline","MAD","F","Birth",2014-09-10,"L","Mary","Mohammed"
"19","M2","Madeline","MAD","F","END",2015-12-26,"","Mary",""
"1","M","Magdalene","MAG","F","DOB",2007-12-14,"Natal","Mary",""
"2","M","Magdalene","MAG","F","Takeover",2008-04-22,"Natal","Mary",""
"3","M","Magdalene","MAG","F","DOD",2008-05-01,"Natal","Mary",""
"4","M","Magdalene","MAG","F","END",2008-05-01,"Natal","Mary",""
"5","M","Magdalene","MAG","F","START",NA,"Natal","Mary",""
"1","M","Maitai","MAI","F","DOB",2010-10-18,"Natal","Meena",""
"2","M","Maitai","MAI","F","Takeover",2011-08-15,"Natal","Meena",""
"3","M1","Maitai","MAI","F","Independent",2011-08-30,"Natal","Meena",""
"4","M1","Maitai","MAI","F","Fission",2011-11-01,"Natal","Meena",""
"5","M1","Maitai","MAI","F","START",2011-11-11,"Natal","Meena",""
"6","M1","Maitai","MAI","F","Takeover",2012-03-20,"Natal","Meena",""
"7","M3","Maitai","MAI","F","Fusion",2013-02-22,"Natal","Meena",""
"8","M3","Maitai","MAI","F","Takeover",2013-02-23,"Natal","Meena",""
"9","M1","Maitai","MAI","F","Fission",2013-05-10,"Natal","Meena",""
