ORDER,UNIT,NAME,ID,SEX,EVENT,DATE,STATUS,MOM,INF.NAME
17,L,Lorna,LOR,F,END,1/31/13,,,
3,L,Lorna,LOR,F,Female maturation,NA,C,,
4,L,Lorna,LOR,F,First Birth,NA,L,,
2,L,Lorna,LOR,F,Independent,NA,Natal,,
1,L,Louis,LOU,M,DOB,9/10/09,Natal,Lamu,
2,L,Louis,LOU,M,START,9/10/09,Natal,Lamu,
4,L,Louis,LOU,M,DOD,5/19/10,Natal,Lamu,
5,L,Louis,LOU,M,END,5/19/10,Natal,Lamu,
3,L,Louis,LOU,M,Mom died,5/19/10,,,
1,L,Lql,LQL,M,DOB,12/29/12,Natal,Lolita,
2,L,Lql,LQL,M,START,12/29/12,Natal,Lolita,
3,L,Lql,LQL,M,END,NA,Natal,Lolita,
1,H,Lucky,LUC,M,DOB,7/14/07,Natal,Heksie,
2,H,Lucky,LUC,M,START,7/14/07,Natal,Heksie,
3,H,Lucky,LUC,M,Independent,6/6/08,Natal,Heksie,
4,L,Lucky,LUC,M,END,NA,Natal,Heksie,
1,Z2,Luigi,LUI,M,DOB,7/20/99,Follower,,
3,Z2,Luigi,LUI,M,Immigration - Adult male,7/18/14,Follower,,
2,Z2,Luigi,LUI,M,START,7/18/14,Follower,,
4,Z2,Luigi,LUI,M,Emigration - Adult male,7/31/14,Follower,,
5,Z3,Luigi,LUI,M,Immigration - Adult male,7/31/14,Follower,,
6,Z3,Luigi,LUI,M,Emigration - Adult male,8/29/14,,,
8,Z3,Luigi,LUI,M,DIS,8/29/14,,,
7,unknown,Luigi,LUI,M,END,8/29/14,,,
1,L,Lulu,LUL,F,START,1/3/12,Natal,Lorna,
1,L,Lulu,LUL,F,DOB,1/3/12,Natal,Lorna,
2,L,Lulu,LUL,F,DOD,8/8/12,,Lorna,
3,L,Lulu,LUL,F,END,8/8/12,,Lorna,
1,L,Luna,LUN,F,DOB,12/1/05,Natal,Lisa,
2,L,Luna,LUN,F,Independent,5/19/07,Natal,Lisa,
3,L,Luna,LUN,F,Female maturation,10/10/11,C,Lisa,
4,L,Luna,LUN,F,START,5/19/07,C,Lisa,
5,L,Luna,LUN,F,Takeover,10/30/11,C,Lisa,
6,L,Luna,LUN,F,Takeover,3/20/12,C,Lisa,
7,L,Luna,LUN,F,Takeover,5/27/12,C,Lisa,
8,L,Luna,LUN,F,END,1/31/13,,Lisa,
1,L,Lychen,LYC,M,DOB,9/5/06,Natal,Lefty,
2,L,Lychen,LYC,M,START,9/5/06,Natal,Lefty,
4,L,Lychen,LYC,M,DOD,1/24/07,Natal,Lefty,
5,L,Lychen,LYC,M,END,1/24/07,Natal,Lefty,
3,L,Lychen,LYC,M,Mom died,1/24/07,,,
1,M,Mabel,MAB,F,DOB,8/11/93,Natal,,
5,M,Mabel,MAB,F,Birth,5/1/04,L,,Melanie
6,M,Mabel,MAB,F,Conception,11/6/05,P,,Seymore
7,M,Mabel,MAB,F,START,1/14/06,P,,Seymore
8,M,Mabel,MAB,F,Birth,5/8/06,L,,Seymore
9,M,Mabel,MAB,F,Wean (swell),7/13/07,C,,Seymore
10,M,Mabel,MAB,F,Conception,10/22/07,P,,Darren
11,M,Mabel,MAB,F,Takeover,4/22/08,P,,Darren
12,M,Mabel,MAB,F,Birth,5/23/08,L,,Darren
13,M,Mabel,MAB,F,Inf Death,10/22/08,C,,Darren
14,M,Mabel,MAB,F,DOD,8/7/09,,,
15,M,Mabel,MAB,F,END,8/7/09,,,
3,M,Mabel,MAB,F,Female maturation,NA,C,,
4,M,Mabel,MAB,F,First Birth,NA,L,,
2,M,Mabel,MAB,F,Independent,NA,Natal,,
1,M1,MacBeth,MAC,F,DOB,9/2/14,Natal,Meena,
2,M1,MacBeth,MAC,F,START,9/2/14,Natal,Meena,
3,M1,MacBeth,MAC,F,Independent,7/3/15,Natal,Meena,
4,M1,MacBeth,MAC,F,END,12/26/15,,Meena,
1,M,Madeline,MAD,F,DOB,10/1/05,Natal,Mary,
2,M,Madeline,MAD,F,Independent,1/11/07,Natal,Mary,
3,M,Madeline,MAD,F,Takeover,4/22/08,,Mary,
4,M,Madeline,MAD,F,Takeover,1/12/10,,Mary,
5,M,Madeline,MAD,F,Female maturation,9/21/10,C,Mary,
6,M,Madeline,MAD,F,START,1/11/07,C,Mary,
7,M,Madeline,MAD,F,Takeover,8/15/11,C,Mary,
8,M2,Madeline,MAD,F,Fission,11/1/11,C,Mary,
9,M2,Madeline,MAD,F,Conception,12/4/11,P,Mary,Mickey
10,M2,Madeline,MAD,F,First Birth,6/5/12,L,Mary,Mickey
11,M3,Madeline,MAD,F,Fusion,2/22/13,L,Mary,Mickey
12,M3,Madeline,MAD,F,Takeover,2/23/13,L,Mary,Mickey
13,M3,Madeline,MAD,F,Fission,5/10/13,L,Mary,Mickey
14,M2,Madeline,MAD,F,Takeover,7/20/13,L,Mary,Mickey
15,M2,Madeline,MAD,F,Takeover,8/11/13,L,Mary,Mickey
16,M2,Madeline,MAD,F,Wean (swell),8/15/13,C,Mary,Mickey
17,M2,Madeline,MAD,F,Conception,3/14/14,P,Mary,Mohammed
18,M2,Madeline,MAD,F,Birth,9/10/14,L,Mary,Mohammed
19,M2,Madeline,MAD,F,END,12/26/15,,Mary,
1,M,Magdalene,MAG,F,DOB,12/14/07,Natal,Mary,
2,M,Magdalene,MAG,F,Takeover,4/22/08,Natal,Mary,
3,M,Magdalene,MAG,F,DOD,5/1/08,Natal,Mary,
4,M,Magdalene,MAG,F,END,5/1/08,Natal,Mary,
5,M,Magdalene,MAG,F,START,12/14/07,Natal,Mary,
1,M,Maitai,MAI,F,DOB,10/18/10,Natal,Meena,
2,M,Maitai,MAI,F,Takeover,8/15/11,Natal,Meena,
3,M1,Maitai,MAI,F,Independent,8/30/11,Natal,Meena,
4,M1,Maitai,MAI,F,Fission,11/1/11,Natal,Meena,
5,M1,Maitai,MAI,F,START,10/18/10,Natal,Meena,
6,M1,Maitai,MAI,F,Takeover,3/20/12,Natal,Meena,
7,M3,Maitai,MAI,F,Fusion,2/22/13,Natal,Meena,
8,M3,Maitai,MAI,F,Takeover,2/23/13,Natal,Meena,
9,M1,Maitai,MAI,F,Fission,5/10/13,Natal,Meena,
10,M1,Maitai,MAI,F,Takeover,5/15/13,Natal,Meena,
11,M1,Maitai,MAI,F,Female maturation,1/18/15,C,Meena,
12,M1,Maitai,MAI,F,END,12/26/15,,Meena,
1,unknown,Malawi,MAL,M,DOB,7/5/95,,,
2,W-OLD,Malawi,MAL,M,START,2/1/06,Leader,,
5,W-OLD,Malawi,MAL,M,END,5/29/06,Former leader,,
6,W-OLD,Malawi,MAL,M,DIS,5/29/06,Former leader,,
3,W-OLD,Malawi,MAL,M,Overthrown,5/29/06,Former leader,,
1,M,Mambo,MAM,F,DOB,10/5/10,Natal,Midge,
2,M1,Mambo,MAM,F,Independent,7/12/11,Natal,Midge,
3,M1,Mambo,MAM,F,START,10/5/10,Natal,Midge,
4,M1,Mambo,MAM,F,Takeover,3/20/12,Natal,Midge,
5,M1,Mambo,MAM,F,Fusion,2/22/13,Natal,Midge,
6,M1,Mambo,MAM,F,Takeover,2/23/13,Natal,Midge,
7,M1,Mambo,MAM,F,Fission,5/10/13,Natal,Midge,
8,M1,Mambo,MAM,F,Takeover,5/15/13,Natal,Midge,
9,M1,Mambo,MAM,F,Emigration - JUV/SA female,7/11/13,Natal,Midge,
10,M2,Mambo,MAM,F,Immigration - JUV/SA female,7/11/13,Natal,Midge,
11,M2,Mambo,MAM,F,Takeover,7/20/13,Natal,Midge,
12,M2,Mambo,MAM,F,Takeover,8/11/13,Natal,Midge,
13,M2,Mambo,MAM,F,Female maturation,3/18/15,C,Midge,
14,M2,Mambo,MAM,F,END,12/26/15,,Midge,
1,B,Mandrill,MAN,M,DOB,1/1/05,Natal,Buna,
2,B,Mandrill,MAN,M,START,1/1/06,Natal,Buna,
3,B,Mandrill,MAN,M,Independent,5/17/06,Natal,Buna,
4,B,Mandrill,MAN,M,END,NA,Natal,Buna,
1,M,Mary,MAR,F,DOB,8/25/97,Natal,,
5,M,Mary,MAR,F,Birth,12/1/03,L,,Midge
6,M,Mary,MAR,F,Birth,10/1/05,L,,Madeline
N,M,Mary,MAR,F,Cyst,1/1/06,,,
7,M,Mary,MAR,F,START,1/14/06,L,,Madeline
8,M,Mary,MAR,F,Wean (swell),1/11/07,C,,Madeline
9,M,Mary,MAR,F,Conception,6/14/07,P,,Magdelene
10,M,Mary,MAR,F,Birth,12/14/07,L,,Magdelene
11,M,Mary,MAR,F,Takeover,4/22/08,L,,Magdelene
12,M,Mary,MAR,F,Inf Death,5/1/08,C,,Magdelene
13,M,Mary,MAR,F,Conception,8/4/08,P,,Mojo
14,M,Mary,MAR,F,Birth,2/3/09,L,,Mojo
15,M,Mary,MAR,F,Takeover,1/12/10,L,,Mojo
16,M,Mary,MAR,F,Wean (swell),4/15/10,C,,Mojo
17,M,Mary,MAR,F,Conception,5/19/11,P,,Moria
18,M,Mary,MAR,F,Takeover,8/15/11,P,,Moria
19,M2,Mary,MAR,F,Fission,11/1/11,P,,Moria
20,M2,Mary,MAR,F,Birth,11/18/11,L,,Moria
21,M2,Mary,MAR,F,Inf Death,11/30/11,C,,Moria
22,M2,Mary,MAR,F,Conception,3/14/12,P,,Mugbug
23,M2,Mary,MAR,F,Birth,9/15/12,L,,Mugbug
24,M3,Mary,MAR,F,Fusion,2/22/13,,,
25,M3,Mary,MAR,F,Takeover,2/23/13,,,
26,M2,Mary,MAR,F,Fission,5/10/13,L,,
27,M2,Mary,MAR,F,Takeover,7/20/13,L,,Mugbug
28,M2,Mary,MAR,F,Inf Death,8/11/13,C,,Mugbug
29,M2,Mary,MAR,F,Takeover,8/11/13,L,,Mugbug
30,M2,Mary,MAR,F,Conception,9/22/13,P,,Mufassa
31,M2,Mary,MAR,F,Birth,3/23/14,L,,Mufassa
32,M2,Mary,MAR,F,END,12/26/15,,,
3,M,Mary,MAR,F,Female maturation,NA,C,,
4,M,Mary,MAR,F,First Birth,NA,L,,
2,M,Mary,MAR,F,Independent,NA,Natal,,
1,M1,Mastika,MAS,F,DOB,9/20/14,Natal,Mimi,
2,M1,Mastika,MAS,F,START,9/20/14,Natal,Mimi,
3,M1,Mastika,MAS,F,END,12/26/15,,Mimi,
1,unknown,Matt,MAT,M,DOB,4/22/98,,,
4,C3,Matt,MAT,M,Fission,5/27/08,Leader,,
2,C1,Matt,MAT,M,START,5/27/08,Leader,,
3,C1,Matt,MAT,M,Takes over unit,5/27/08,Leader,,
7,C3,Matt,MAT,M,END,1/29/11,Former leader,,
5,C3,Matt,MAT,M,Overthrown,1/29/11,Former leader,,
8,C3,Matt,MAT,M,DIS,1/29/11,Former leader,,
1,M,Maude,MAU,F,DOB,5/25/82,Natal,,
N,M,Maude,MAU,F,Cyst,1/1/06,,,
5,M,Maude,MAU,F,START,1/14/06,C,,
6,M,Maude,MAU,F,DOD,5/19/06,,,
7,M,Maude,MAU,F,END,5/19/06,,,
3,M,Maude,MAU,F,Female maturation,NA,C,,
4,M,Maude,MAU,F,First Birth,NA,L,,
2,M,Maude,MAU,F,Independent,NA,Natal,,
1,M,Maxine,MAX,F,DOB,10/8/92,Natal,,
5,M,Maxine,MAX,F,Birth,6/15/05,L,,Sardine
6,M,Maxine,MAX,F,START,1/14/06,L,,Sardine
7,M,Maxine,MAX,F,Wean (swell),5/17/07,C,,Sardine
8,M,Maxine,MAX,F,Conception,10/1/07,P,,Imax
9,M,Maxine,MAX,F,Birth,4/1/08,L,,Imax
10,M,Maxine,MAX,F,Takeover,4/22/08,L,,Imax
11,M,Maxine,MAX,F,END,10/3/08,,,
12,M,Maxine,MAX,F,Inf Death,10/3/08,C,,Imax
13,M,Maxine,MAX,F,DOD,10/4/08,,,
3,M,Maxine,MAX,F,Female maturation,NA,C,,
4,M,Maxine,MAX,F,First Birth,NA,L,,
2,M,Maxine,MAX,F,Independent,NA,Natal,,
1,M,Maze,MAZ,F,DOB,12/15/04,Natal,Monica,
2,M,Maze,MAZ,F,Independent,6/14/06,Natal,Monica,
3,M,Maze,MAZ,F,Takeover,4/22/08,,Monica,
4,M,Maze,MAZ,F,Female maturation,9/15/09,C,Monica,
5,M,Maze,MAZ,F,START,6/14/06,C,Monica,
6,M,Maze,MAZ,F,Takeover,1/12/10,C,Monica,
7,M,Maze,MAZ,F,Conception,4/21/10,P,Monica,Omar
8,M,Maze,MAZ,F,First Birth,10/21/10,L,Monica,Omar
9,M,Maze,MAZ,F,Wean (swell),7/12/11,C,Monica,Omar
10,M,Maze,MAZ,F,Takeover,8/15/11,C,Monica,
11,M1,Maze,MAZ,F,Fission,11/1/11,C,Monica,
12,M1,Maze,MAZ,F,Takeover,3/20/12,C,Monica,
13,M3,Maze,MAZ,F,Fusion,2/22/13,C,Monica,
14,M3,Maze,MAZ,F,Takeover,2/23/13,C,Monica,
15,M1,Maze,MAZ,F,Fission,5/10/13,,Monica,
16,M1,Maze,MAZ,F,Takeover,5/15/13,,Monica,
17,M1,Maze,MAZ,F,Conception,6/12/13,P,Monica,Millie
18,M1,Maze,MAZ,F,Birth,12/11/13,L,Monica,Millie
19,M1,Maze,MAZ,F,Wean (swell),6/4/15,C,Monica,Millie
20,M1,Maze,MAZ,F,END,12/26/15,,Monica,
1,M1,Mebet,MEB,F,DOB,2/25/14,Natal,Moira,
2,M1,Mebet,MEB,F,START,3/18/14,Natal,Moira,
3,M1,Mebet,MEB,F,END,12/26/15,,Moira,
1,M,Meena,MEE,F,DOB,1/1/98,Natal,,
4,M,Meena,MEE,F,First Birth?,5/1/04,L,,Muppet
5,M,Meena,MEE,F,First Birth?,5/1/04,L,,Mesquite
6,M,Meena,MEE,F,START,1/14/06,L,,Muppet
7,M,Meena,MEE,F,Wean (swell),2/17/06,C,,Muppet
8,M,Meena,MEE,F,Conception,2/18/06,P,,Stan
9,M,Meena,MEE,F,Birth,8/20/06,L,,Stan
10,M,Meena,MEE,F,Wean (swell),11/9/07,C,,Stan
11,M,Meena,MEE,F,Takeover,4/22/08,C,,
12,M,Meena,MEE,F,Conception,7/9/08,P,,Gonzo
13,M,Meena,MEE,F,Birth,1/8/09,L,,Gonzo
14,M,Meena,MEE,F,Takeover,1/12/10,L,,Gonzo
15,M,Meena,MEE,F,Wean (swell),2/15/10,C,,Gonzo
16,M,Meena,MEE,F,Conception,4/18/10,P,,Maitai
17,M,Meena,MEE,F,Birth,10/18/10,L,,Maitai
18,M,Meena,MEE,F,Takeover,8/15/11,L,,Maitai
19,M,Meena,MEE,F,Wean (swell),8/30/11,C,,Maitai
20,M1,Meena,MEE,F,Fission,11/1/11,C,,
21,M1,Meena,MEE,F,Takeover,3/19/12,C,,
22,M1,Meena,MEE,F,Conception,6/3/12,P,,Mistletoe
23,M1,Meena,MEE,F,Birth,12/3/12,L,,Mistletoe
25,M3,Meena,MEE,F,Fusion,2/22/13,L,,Mistletoe
24,M1,Meena,MEE,F,Takeover,2/22/13,L,,Mistletoe
27,M1,Meena,MEE,F,Fission,5/10/13,L,,
26,M3,Meena,MEE,F,Takeover,5/10/13,L,,
28,M1,Meena,MEE,F,Wean (swell),2/7/14,C,,Mistletoe
29,M1,Meena,MEE,F,Conception,3/6/14,P,,Macbeth
30,M1,Meena,MEE,F,Birth,9/2/14,L,,Macbeth
31,M1,Meena,MEE,F,Wean (swell),7/3/15,C,,Macbeth
32,M1,Meena,MEE,F,END,12/26/15,,,
3,M,Meena,MEE,F,Female maturation,NA,C,,
2,M,Meena,MEE,F,Independent,NA,Natal,,
1,M,Meg,MEG,F,DOB,2/9/09,Natal,Midge,
2,M,Meg,MEG,F,DOD,10/25/09,,Midge,
4,M,Meg,MEG,F,END,10/25/09,,Midge,
3,M,Meg,MEG,F,START,2/9/09,,Midge,
1,M2,Mei,MEI,F,DOB,8/7/12,Natal,Moo,
2,M2,Mei,MEI,F,Fusion,2/22/13,Natal,Moo,
3,M2,Mei,MEI,F,Fission,5/10/13,Natal,Moo,
4,M2,Mei,MEI,F,START,8/7/12,Natal,Moo,
5,M2,Mei,MEI,F,Takeover,7/20/13,Natal,Moo,
6,M2,Mei,MEI,F,Takeover,8/11/13,Natal,Moo,
7,M2,Mei,MEI,F,Independent,8/15/13,Natal,Moo,
8,M2,Mei,MEI,F,END,12/26/15,,Moo,
1,M2,Mekele,MEK,M,DOB,1/25/14,Natal,Midge,
2,M2,Mekele,MEK,M,START,3/18/14,Natal,Midge,
3,M2,Mekele,MEK,M,END,12/26/15,,Midge,
1,M,Mesquite,MES,F,DOB,5/1/04,Natal,Meena,
2,M,Mesquite,MES,F,START,NA,Natal,Meena,
4,M,Mesquite,MES,F,DOD,NA,Natal,Meena,
5,M,Mesquite,MES,F,END,NA,Natal,Meena,
3,M,Mesquite,MES,F,Independent,NA,Natal,Meena,
1,unknown,Mhetik,MHE,M,DOB,3/29/02,,,
2,J,Mhetik,MHE,M,START,3/24/11,Leader,,
3,J,Mhetik,MHE,M,Takes over unit,3/24/11,Leader,,
5,J,Mhetik,MHE,M,Leader to follower,10/23/14,Follower,,
4,J,Mhetik,MHE,M,Overthrown,10/23/14,Former leader,,
7,J1,Mhetik,MHE,M,Fusion,10/24/14,Follower,,
6,J1,Mhetik,MHE,M,Takeover,10/24/14,Follower,,
8,J1,Mhetik,MHE,M,Major injury,10/25/14,Follower,,
9,J1,Mhetik,MHE,M,END,12/26/15,,,
1,M,Miagi,MIA,M,DOB,9/23/10,Natal,Muppet,
2,M,Miagi,MIA,M,START,9/23/10,Natal,Muppet,
3,M,Miagi,MIA,M,Independent,10/25/11,Natal,Muppet,
4,M1,Miagi,MIA,M,Fission,11/1/11,Natal,Muppet,
6,M3,Miagi,MIA,M,Fusion,2/22/13,Natal,Muppet,
5,M1,Miagi,MIA,M,Takeover,2/22/13,Natal,Muppet,
8,M1,Miagi,MIA,M,Fission,5/10/13,Natal,Muppet,
7,M3,Miagi,MIA,M,Takeover,5/10/13,Natal,Muppet,
9,M1,Miagi,MIA,M,END,12/26/15,,Muppet,
1,M2,Mickey,MIC,F,DOB,6/5/12,Natal,Madeline,
3,M3,Mickey,MIC,F,Fusion,2/22/13,Natal,Madeline,
2,M2,Mickey,MIC,F,Takeover,2/22/13,Natal,Madeline,
4,M2,Mickey,MIC,F,Fission,5/10/13,Natal,Madeline,
5,M2,Mickey,MIC,F,START,6/5/12,Natal,Madeline,
6,M2,Mickey,MIC,F,Takeover,7/20/13,Natal,Madeline,
7,M2,Mickey,MIC,F,Takeover,8/11/13,Natal,Madeline,
8,M2,Mickey,MIC,F,Independent,8/15/13,Natal,Madeline,
9,M2,Mickey,MIC,F,END,12/26/15,,Madeline,
1,M,Midge,MID,F,DOB,11/4/02,Natal,Mary,
2,M,Midge,MID,F,START,3/1/07,Natal,Mary,
4,M,Midge,MID,F,Female maturation,3/27/08,C,Mary,
5,M,Midge,MID,F,Takeover,4/22/08,C,Mary,
6,M,Midge,MID,F,Conception,8/10/08,P,Mary,Meg
7,M,Midge,MID,F,First Birth,2/9/09,L,Mary,Meg
8,M,Midge,MID,F,Inf Death,10/25/09,C,Mary,Meg
9,M,Midge,MID,F,Takeover,1/12/10,C,Mary,
10,M,Midge,MID,F,Conception,4/5/10,P,Mary,Mambo
11,M,Midge,MID,F,Birth,10/5/10,L,Mary,Mambo
12,M,Midge,MID,F,Wean (swell),7/12/11,C,Mary,Mambo
13,M,Midge,MID,F,Takeover,8/15/11,C,Mary,
14,M1,Midge,MID,F,Fission,11/1/11,C,Mary,
15,M1,Midge,MID,F,Takeover,3/20/12,C,Mary,
17,M3,Midge,MID,F,Fusion,2/22/13,C,Mary,
16,M3,Midge,MID,F,Takeover,2/22/13,C,Mary,
19,M1,Midge,MID,F,Fission,5/10/13,C,Mary,
18,M3,Midge,MID,F,Takeover,5/10/13,C,Mary,
20,M1,Midge,MID,F,Emigration - Adult female,7/11/13,C,Mary,
21,M2,Midge,MID,F,Immigration - Adult female,7/11/13,C,Mary,
22,M2,Midge,MID,F,Takeover,7/20/13,C,Mary,
23,M2,Midge,MID,F,Takeover,8/11/13,C,Mary,
24,M2,Midge,MID,F,Conception,8/20/13,P,Mary,Mekele
25,M2,Midge,MID,F,Birth,2/18/14,L,Mary,Mekele
26,M2,Midge,MID,F,Wean (swell),4/20/15,C,Mary,Mekele
27,M2,Midge,MID,F,Conception,5/26/15,P,Mary,Moyst
28,M2,Midge,MID,F,Birth,11/22/15,L,Mary,Moyst
29,M2,Midge,MID,F,END,12/26/15,,Mary,
3,M,Midge,MID,F,Independent,NA,Natal,Mary,
1,M,Mienke,MIE,F,DOB,10/4/07,Natal,Mimi,
2,M,Mienke,MIE,F,Takeover,4/22/08,Natal,Mimi,
3,M,Mienke,MIE,F,DOD,5/1/08,Natal,Mimi,
4,M,Mienke,MIE,F,END,5/1/08,Natal,Mimi,
5,M,Mienke,MIE,F,START,10/4/07,Natal,Mimi,
1,M1,Millie,MIL,F,DOB,12/10/13,Natal,Maze,
2,M1,Millie,MIL,F,START,12/10/13,Natal,Maze,
3,M1,Millie,MIL,F,Independent,6/4/15,Natal,Maze,
4,M1,Millie,MIL,F,END,12/26/15,,Maze,
1,M,Mimi,MIM,F,DOB,9/9/98,Natal,,
5,M,Mimi,MIM,F,Birth,12/15/04,L,,Mouse
6,M,Mimi,MIM,F,START,1/14/06,L,,Mouse
7,M,Mimi,MIM,F,Wean (swell),2/20/06,C,,Mouse
8,M,Mimi,MIM,F,Conception,4/4/07,P,,Mienkie
9,M,Mimi,MIM,F,Birth,10/4/07,L,,Mienkie
10,M,Mimi,MIM,F,Takeover,4/22/08,L,,Mienkie
11,M,Mimi,MIM,F,Inf Death,5/1/08,C,,Mienkie
12,M,Mimi,MIM,F,Conception,8/2/08,P,,Munchkin
13,M,Mimi,MIM,F,Birth,2/1/09,L,,Munchkin
14,M,Mimi,MIM,F,Takeover,1/12/10,L,,Munchkin
15,M,Mimi,MIM,F,Wean (swell),4/15/10,C,,Munchkin
16,M,Mimi,MIM,F,Conception,3/25/11,P,,Vasco
17,M,Mimi,MIM,F,Takeover,8/15/11,P,,Vasco
18,M,Mimi,MIM,F,Birth,9/24/11,L,,Vasco
19,M1,Mimi,MIM,F,Fission,11/1/11,L,,Vasco
20,M1,Mimi,MIM,F,Takeover,3/20/12,C,,Vasco
21,M1,Mimi,MIM,F,Inf Death,6/18/12,C,,Vasco
23,M3,Mimi,MIM,F,Fusion,2/22/13,,,
22,M1,Mimi,MIM,F,Takeover,2/22/13,C,,
24,M3,Mimi,MIM,F,Conception,4/14/13,P,,Mylo
26,M1,Mimi,MIM,F,Fission,5/10/13,,,
25,M3,Mimi,MIM,F,Takeover,5/10/13,,,
27,M1,Mimi,MIM,F,Birth,10/14/13,L,,Mylo
28,M1,Mimi,MIM,F,Inf Death,2/18/14,C,,Mylo
29,M1,Mimi,MIM,F,Conception,3/24/14,P,,Mastika
30,M1,Mimi,MIM,F,Birth,9/20/14,L,,Mastika
31,M1,Mimi,MIM,F,END,12/26/15,,,
3,M,Mimi,MIM,F,Female maturation,NA,C,,
4,M,Mimi,MIM,F,First Birth,NA,L,,
2,M,Mimi,MIM,F,Independent,NA,Natal,,
1,M1,Mistletoe,MIS,F,DOB,12/3/12,Natal,Meena,
2,M1,Mistletoe,MIS,F,START,12/3/12,,Meena,
4,M3,Mistletoe,MIS,F,Fusion,2/22/13,,Meena,
3,M1,Mistletoe,MIS,F,Takeover,2/22/13,,Meena,
6,M1,Mistletoe,MIS,F,Fission,5/10/13,,Meena,
5,M3,Mistletoe,MIS,F,Takeover,5/10/13,,Meena,
7,M1,Mistletoe,MIS,F,Independent,2/7/14,Natal,Meena,
8,M1,Mistletoe,MIS,F,DOD,9/17/14,Natal,Meena,
9,M1,Mistletoe,MIS,F,END,9/17/14,Natal,Meena,
1,A1,Mite,MIT,M,DOB,1/27/06,Natal,Axum,
2,A1,Mite,MIT,M,START,1/27/06,Natal,Axum,
3,A1,Mite,MIT,M,Takeover,2/15/06,Natal,Axum,
4,A1,Mite,MIT,M,DOD,6/7/06,Natal,Axum,
5,A1,Mite,MIT,M,END,6/7/06,Natal,Axum,
1,unknown,Moby Dick,MOB,M,DOB,6/15/99,,,
2,AMG,Moby Dick,MOB,M,START,6/9/08,Bachelor,,
3,C1,Moby Dick,MOB,M,Immigration - Adult male,4/15/09,Follower,,
5,C1,Moby Dick,MOB,M,Emigration - Adult male,6/18/09,Follower,,
4,AMG,Moby Dick,MOB,M,Joins AMG,6/18/09,Bachelor,,
6,C1,Moby Dick,MOB,M,Immigration - Adult male,7/17/09,Follower,,
N,C1,Moby Dick,MOB,M,Cyst,9/1/09,,,
7,C1,Moby Dick,MOB,M,Emigration - Adult male,3/28/10,Follower,,
8,S,Moby Dick,MOB,M,Immigration - Adult male,3/28/10,Follower,,
9,C1,Moby Dick,MOB,M,Emigration - Adult male,3/23/11,Follower,,
10,K,Moby Dick,MOB,M,Immigration - Adult male,3/23/11,Follower,,
11,K,Moby Dick,MOB,M,Emigration - Adult male,3/28/11,,,
12,C1,Moby Dick,MOB,M,Immigration - Adult male,5/23/11,Follower,,
13,C1,Moby Dick,MOB,M,Emigration - Adult male,7/22/11,Follower,,
14,AMG,Moby Dick,MOB,M,Joins AMG,10/18/11,Bachelor,,
15,C1,Moby Dick,MOB,M,Immigration - Adult male,12/15/11,Follower,,
17,C1,Moby Dick,MOB,M,Emigration - Adult male,1/23/13,Follower,,
16,AMG,Moby Dick,MOB,M,Joins AMG,1/23/13,Bachelor,,
18,O,Moby Dick,MOB,M,Immigration - Adult male,4/13/13,Follower,,
21,O,Moby Dick,MOB,M,Emigration - Adult male,6/29/13,,,
20,AMG,Moby Dick,MOB,M,END,6/29/13,Bachelor,,
19,AMG,Moby Dick,MOB,M,Joins AMG,6/29/13,Bachelor,,
23,S,Moby Dick,MOB,M,Emigration - Adult male,NA,,,
22,AMG,Moby Dick,MOB,M,Joins AMG,NA,Bachelor,,
24,C1,Moby Dick,MOB,M,Immigration - Adult male,NA,Follower,,
1,M2,Mohammed,MOH,M,DOB,9/9/14,Natal,Madeline,
2,M2,Mohammed,MOH,M,START,9/15/14,Natal,Madeline,
3,M2,Mohammed,MOH,M,END,12/26/15,,Madeline,
1,M,Moira,MOI,F,DOB,7/12/07,Natal,Monica,
2,M,Moira,MOI,F,Takeover,4/22/08,,Monica,
3,M,Moira,MOI,F,Independent,5/3/08,Natal,Monica,
4,M,Moira,MOI,F,Takeover,8/15/11,,Monica,
5,M,Moira,MOI,F,Female maturation,9/7/11,C,Monica,
6,M,Moira,MOI,F,START,7/12/07,C,Monica,
7,M1,Moira,MOI,F,Fission,11/1/11,C,Monica,
9,M3,Moira,MOI,F,Fusion,2/22/13,,Monica,
8,M1,Moira,MOI,F,Takeover,2/22/13,C,Monica,
10,M1,Moira,MOI,F,Takeover,3/20/13,C,Monica,
12,M1,Moira,MOI,F,Fission,5/10/13,,Monica,
11,M1,Moira,MOI,F,Takeover,5/10/13,,Monica,
13,M1,Moira,MOI,F,Conception,8/26/13,P,Monica,Mebet
14,M1,Moira,MOI,F,First Birth,2/25/14,L,Monica,Mebet
15,M1,Moira,MOI,F,END,12/26/15,,Monica,
1,M,Mojo,MOJ,M,DOB,2/3/09,Natal,Mary,
2,M,Mojo,MOJ,M,START,2/3/09,Natal,Mary,
3,M,Mojo,MOJ,M,Independent,4/15/10,Natal,Mary,
4,unknown,Mojo,MOJ,M,Emigration - JUV/SA male,1/30/13,Natal,Mary,
5,M2,Mojo,MOJ,M,Immigration - JUV/SA male,9/9/14,Natal,Mary,
6,M2,Mojo,MOJ,M,Emigration - JUV/SA male,10/23/14,Natal,Mary,
