NAME,ID,SEX,InfWean,IWDATE,"SEXMat (0-no, 1- yes, 3, not yet/censored)",SMDATE,EndDate,Dead (1) or Gone/ALIVE (0),Died W Mom,TAKEOVER BEFORE SEXM,TAKEOVER DATE 1,TAKEOVER DATE 2,TAKEOVER DATE 3,TAKEOVER DATE 4,TAKEOVER DATE 5,TAKEOVER DATE 6,TAKEOVER DATE 7,TAKEOVER DATE 8,DOB,MOM,MomCyst,,,,,,,,,
Nylon,NYL,F,3,NA,3,NA,12/26/15,0,NA,,,,,,,,,,11/12/14,Nymphadora,0,,,,,,,,,
Tabasco,TAB,M,3,NA,3,NA,12/26/15,0,NA,,,,,,,,,,9/1/15,Tater,0,,,,,,,,,
Tybalt,TYB,M,3,NA,3,NA,12/26/15,0,NA,,,,,,,,,,7/19/15,Tea,0,,,,,,,,,
Tibs,TIB,F,3,NA,3,NA,12/26/15,0,NA,,,,,,,,,,3/25/15,Tess,0,,,,,,,,,
Treebeard,TRE,M,3,NA,3,NA,12/26/15,0,NA,,,,,,,,,,7/12/15,Thumper,0,,,,,,,,,
Todd,TOD,M,3,NA,3,NA,12/26/15,0,NA,,,,,,,,,,7/7/14,Tipi,0,,,,,,,,,
Tampin,Tam,F,3,NA,3,NA,12/26/15,0,NA,,,,,,,,,,11/22/15,Trudy,0,,,,,,,,,
Vee,VEE,F,3,NA,3,NA,12/26/15,0,NA,,,,,,,,,,11/30/14,Valerie,0,,,,,,,,,
Vishnu,VIS,F,3,NA,3,NA,12/26/15,0,NA,,,,,,,,,,12/25/13,Vampire,0,,,,,,,,,
Vail,VAI,M,3,NA,3,NA,12/26/15,0,NA,,,,,,,,,,7/15/13,Vienna,0,,,,,,,,,
Voodoo,VOO,F,3,NA,3,NA,12/26/15,0,NA,,,,,,,,,,9/17/14,Violet,0,,,,,,,,,
Vidalia,VID,F,3,NA,3,NA,12/26/15,0,NA,,,,,,,,,,10/9/14,Vivien,0,,,,,,,,,
Viquot,VIQ,M,3,NA,3,NA,12/26/15,0,NA,,,,,,,,,,6/21/15,Vixen,0,,,,,,,,,
Vortex,VOR,F,3,NA,3,NA,12/26/15,0,NA,,,,,,,,,,10/3/14,Vye,0,,,,,,,,,
Ziv,ZIV,M,3,NA,3,NA,12/26/15,0,NA,,,,,,,,,,6/29/15,Zamboni,0,,,,,,,,,
Zonkos,ZON,M,3,NA,3,NA,12/26/15,0,NA,,,,,,,,,,9/26/15,Zebra,0,,,,,,,,,
Zach,ZAC,M,3,NA,3,NA,12/26/15,0,NA,,,,,,,,,,9/15/15,Zee,0,,,,,,,,,
Ziti,ZIT,F,3,NA,3,NA,12/26/15,0,NA,,,,,,,,,,10/28/15,Zion,0,,,,,,,,,
Zanzibar,ZAN,F,3,NA,3,NA,12/26/15,0,NA,,,,,,,,,,9/20/15,Zoe,0,,,,,,,,,
Zucchini,ZUC,F,3,NA,3,NA,12/26/15,0,NA,,,,,,,,,,5/28/15,Zoo,0,,,,,,,,,
Keyser,KEY,M,3,NA,3,NA,UN,0,NA,,,,,,,,,,6/27/07,Beatrice,0,,,,,,,,,
Oryx,ORY,M,3,NA,3,NA,UN,0,NA,,,,,,,,,,5/1/04,Carmen,0,,,,,,,,,
Kisses,KIS,M,3,NA,3,NA,UN,0,NA,,,,,,,,,,12/5/11,Hershey,0,,,,,,,,,
Hagrid,HAG,M,3,NA,3,NA,UN,0,NA,,,,,,,,,,8/27/12,Hupu,0,,,,,,,,,
Lql,LQL,M,3,NA,3,NA,UN,0,NA,,,,,,,,,,12/29/12,Lolita,0,,,,,,,,,
Nifty,NIF,M,3,NA,3,NA,UN,0,NA,,,,,,,,,,6/1/05,Nima,0,,,,,,,,,
Anubis,ANU,M,3,NA,3,NA,UN,0,NA,,,,,,,,,,1/12/08,Pia,0,,,,,,,,,
Ratters,RAT,M,3,NA,3,NA,UN,0,NA,,,,,,,,,,6/21/12,Ricky,0,,,,,,,,,
Venom,VEN,M,3,NA,3,NA,UN,0,NA,,,,,,,,,,12/1/06,Vespa,0,,,,,,,,,
Fish,FIS,M,3,NA,3,NA,UN,0,NA,,,,,,,,,,7/15/07,Wanda,0,,,,,,,,,
Wost,WOS,M,3,NA,3,NA,UN,0,NA,,,,,,,,,,6/19/08,Woo,0,,,,,,,,,
Bicha,BIC,M,3,NA,3,NA,8/19/07,0,NA,,,,,,,,,,10/1/06,Nancy,1,,,,,,,,,
Fuschia,FUS,F,3,NA,3,NA,7/16/10,0,NA,,,,,,,,,,3/20/10,Fifa,1,,,,,,,,,
Guppy,GUP,F,3,NA,3,NA,12/26/15,0,NA,,,,,,,,,,6/15/14,Ghost,1,,,,,,,,,
Mufassa,MUF,M,3,NA,3,NA,12/26/15,0,NA,,,,,,,,,,3/18/14,Mary,1,,,,,,,,,
Orpheus,ORP,M,3,NA,3,NA,6/26/08,0,NA,,,,,,,,,,UN,UN,UN,,,,,,,,,
Sadie,SAD,F,3,NA,3,NA,10/11/10,0,NA,,,,,,,,,,5/29/08,UN,UN,,,,,,,,,
Hhh,HHH,M,3,NA,3,NA,1/8/14,0,NA,,,,,,,,,,5/1/07,UN,UN,,,,,,,,,
Delia,DEL,F,1,UN,1,3/28/06,12/26/15,0,NA,N,,,,,,,,,2/16/01,Dotty,0,,,,,,,,,
Glenda,GLE,F,1,UN,1,3/6/07,12/26/15,0,NA,N,,,,,,,,,7/23/02,Gladys,0,,,,,,,,,
Tea,TEA,F,1,UN,1,4/16/07,12/26/15,0,NA,N,,,,,,,,,6/4/02,Tail,0,,,,,,,,,
Bombolino,BOM,F,1,UN,1,5/17/07,6/17/11,0,NA,Y,4/17/06,,,,,,,,10/3/02,Betty,0,,,,,,,,,
Loo,LOO,F,1,UN,1,5/19/07,1/31/13,0,NA,,,,,,,,,,10/5/02,UN,0,,,,,,,,,
Dessie,DES,F,1,UN,1,6/6/07,12/26/15,0,NA,,,,,,,,,,1/27/03,Debra,0,,,,,,,,,
Lee,LEE,F,1,UN,1,12/19/07,1/31/13,0,NA,,,,,,,,,,5/7/03,Lada,0,,,,,,,,,
Midge,MID,F,1,UN,1,3/27/08,12/26/15,0,NA,,,,,,,,,,11/4/02,Mary,0,,,,,,,,,
Bee,BEE,F,1,UN,1,4/12/08,11/11/02,0,NA,Y,4/17/06,,,,,,,,11/11/02,UN,0,,,,,,,,,
Hupu,HUP,F,1,UN,1,4/18/08,1/31/13,0,NA,Y,3/28/06,2/27/07,3/26/08,6/7/08,,,,,9/5/03,Hadar,0,,,,,,,,,
Top,TOP,F,1,UN,1,5/14/08,12/26/15,0,NA,,,,,,,,,,10/1/03,Tail,0,,,,,,,,,
Coco,COC,F,1,UN,1,9/30/08,12/26/15,0,NA,,,,,,,,,,2/17/04,Carmen,0,,,,,,,,,
Hippie,HIP,F,1,UN,1,2/7/09,1/31/13,0,NA,Y,6/7/08,,,,,,,,6/26/04,Harriet,0,,,,,,,,,
Botox,BOT,F,1,UN,1,3/7/09,6/17/11,0,NA,Y,7/24/09,,,,,,,,12/15/04,Brenda,0,,,,,,,,,
Fidget,FID,F,1,UN,1,5/20/09,7/16/10,0,NA,,,,,,,,,,6/15/04,Fifa,0,,,,,,,,,
Tess,TES,F,1,UN,1,10/8/09,12/26/15,0,NA,Y,8/8/09,,,,,,,,4/18/06,Tail,0,,,,,,,,,
Vivien,VIV,F,1,UN,1,4/22/10,12/26/15,0,NA,,,,,,,,,,2/14/05,UN,0,,,,,,,,,
Violet,VIO,F,1,UN,1,4/22/10,12/26/15,0,NA,,,,,,,,,,2/14/05,Vye,0,,,,,,,,,
Nadia,NAD,F,1,UN,1,1/20/11,12/26/15,0,NA,Y,1/13/11,,,,,,,,9/1/05,Nardos,0,,,,,,,,,
Noggin,NOG,F,1,UN,1,1/20/11,12/26/15,0,NA,Y,1/13/11,,,,,,,,6/1/05,Nokia,0,,,,,,,,,
Zara,ZAR,F,1,UN,1,3/30/11,12/26/15,0,NA,Y,4/16/06,,,,,,,,11/1/05,Zelda,0,,,,,,,,,
Vienna,VIE,F,1,UN,1,7/3/11,12/26/15,0,NA,Y,2/18/11,4/7/11,,,,,,,3/11/07,Valerie,0,,,,,,,,,
Diana,DIA,F,1,UN,1,10/18/11,12/26/15,0,NA,Y,6/17/08,,,,,,,,5/25/07,Delia,0,,,,,,,,,
Theo,THE,M,1,UN,1,12/3/11,12/3/11,0,NA,,,,,,,,,,3/1/05,Tubby,0,,,,,,,,,
Tangle,TAN,M,1,UN,1,5/27/12,11/22/12,0,NA,,,,,,,,,,6/15/04,Trudy,0,,,,,,,,,
Kylie,KYL,F,1,UN,1,5/27/12,12/26/15,0,NA,Y,4/5/09,8/17/11,8/18/11,3/23/14,,,,,3/11/07,Keegle,0,,,,,,,,,
Killer,KIL,M,1,UN,1,3/22/14,UN,0,NA,Y,8/17/11,8/18/11,,,,,,,3/21/07,Kima,0,,,,,,,,,
Bianca,BIA,F,1,UN,1,8/21/14,12/26/15,0,NA,Y,4/5/13,,,,,,,,8/16/10,Buna,0,,,,,,,,,
Zaire,ZAI,M,1,UN,1,10/24/14,12/26/15,0,NA,Y,5/27/14,7/19/14,,,,,,,7/29/09,Zimbaba,0,,,,,,,,,
Hemlock,HEM,F,1,UN,3,NA,1/31/13,0,NA,,,,,,,,,,10/27/11,Hickory,0,,,,,,,,,
Heidi,HEI,F,1,UN,3,NA,1/31/13,0,NA,,,,,,,,,,3/1/09,Himanot,0,,,,,,,,,
Heath,HEA,F,1,UN,3,NA,1/31/13,0,NA,,,,,,,,,,7/17/10,Hippie,0,,,,,,,,,
Rhubarb,RHU,M,1,UN,3,NA,1/31/13,0,NA,,,,,,,,,,2/7/12,Roo,0,,,,,,,,,
Jitterbug,JIT,F,1,UN,3,NA,12/13/14,0,NA,Y,10/24/14,,,,,,,,11/18/11,Jubilee,0,,,,,,,,,
Julian,JUL,M,1,UN,3,NA,12/13/14,0,NA,Y,10/24/14,,,,,,,,5/2/08,Jubilee,0,,,,,,,,,
Jude,JUD,M,1,UN,3,NA,12/26/15,0,NA,Y,10/24/14,,,,,,,,5/2/08,Jubilee,0,,,,,,,,,
Blinkie,BLI,M,1,UN,3,NA,UN,0,NA,,,,,,,,,,9/1/10,Bombolino,0,,,,,,,,,
Tweedle,TWE,M,1,UN,3,NA,UN,0,NA,,,,,,,,,,6/15/04,Tail,0,,,,,,,,,
Pod,POD,F,1,UN,1,UN,4/12/08,0,NA,,,,,,,,,,9/15/07,Pea,0,,,,,,,,,
Poe,POE,F,1,UN,1,UN,4/12/08,0,NA,,,,,,,,,,1/16/07,Penelope,0,,,,,,,,,
Presto,PRE,F,1,UN,1,UN,4/12/08,0,NA,,,,,,,,,,6/15/05,Proxy,0,,,,,,,,,
Wasp,WAS,F,1,UN,1,UN,6/26/08,0,NA,,,,,,,,,,5/24/07,Weevil,0,,,,,,,,,
Widget,WID,F,1,UN,1,UN,6/26/08,0,NA,,,,,,,,,,6/14/07,Wilma,0,,,,,,,,,
Brazil,BRA,F,1,UN,1,UN,6/17/11,0,NA,,,,,,,,,,9/21/10,Botox,0,,,,,,,,,
Hershey,HER,F,1,UN,1,UN,1/31/13,0,NA,,,,,,,,,,2/5/94,UN,0,,,,,,,,,
Carmen,CAR,F,1,UN,1,UN,12/26/15,0,NA,,,,,,,,,,3/1/97,Cali,0,,,,,,,,,
Zoo,ZOO,F,1,UN,1,UN,12/26/15,0,NA,,,,,,,,,,3/26/01,Zimbaba,0,,,,,,,,,
Eeyore,EEY,M,1,UN,3,NA,UN,0,NA,,,,,,,,,,10/26/10,Harriet,1,,,,,,,,,
Poof,POO,F,1,UN,1,UN,4/12/08,0,NA,,,,,,,,,,9/1/06,Putty,1,,,,,,,,,
Pea,PEA,F,1,UN,1,5/24/06,4/12/08,0,NA,N,,,,,,,,,10/10/01,UN,UN,,,,,,,,,
Ani,ANI,F,1,UN,1,5/26/06,12/26/15,0,NA,N,,,,,,,,,10/12/01,UN,UN,,,,,,,,,
Cassie,CAS,F,1,UN,1,4/18/07,12/26/15,0,NA,N,,,,,,,,,9/4/02,UN,UN,,,,,,,,,
Moo,MOO,F,1,UN,1,6/7/07,12/26/15,0,NA,,,,,,,,,,10/24/02,UN,UN,,,,,,,,,
Roo,ROO,F,1,UN,1,6/11/07,1/31/13,0,NA,,,,,,,,,,7/30/02,UN,UN,,,,,,,,,
Aiwa,AIW,F,1,UN,1,5/13/08,12/26/15,0,NA,,,,,,,,,,11/3/03,UN,UN,,,,,,,,,
Zee,ZEE,F,1,UN,1,1/27/09,12/26/15,0,NA,Y,4/16/06,,,,,,,,6/15/04,UN,UN,,,,,,,,,
Alexandra,ALE,F,1,UN,1,4/30/09,12/26/15,0,NA,Y,4/15/09,,,,,,,,5/30/04,UN,UN,,,,,,,,,
Taffy,TAF,F,1,UN,1,2/13/10,12/26/15,0,NA,,,,,,,,,,8/17/05,UN,UN,,,,,,,,,
Simba,SIM,F,1,UN,1,4/5/10,10/11/10,0,NA,,,,,,,,,,3/1/08,UN,UN,,,,,,,,,
Chuxi,CHU,F,1,UN,1,3/11/11,12/26/15,0,NA,Y,1/29/11,,,,,,,,7/28/06,UN,UN,,,,,,,,,
Nymphadora,NYM,F,1,UN,1,8/1/11,12/26/15,0,NA,Y,1/13/11,,,,,,,,12/18/06,UN,UN,,,,,,,,,
Imposter,IMP,M,1,UN,1,12/3/11,12/26/15,0,NA,,,,,,,,,,2/1/06,UN,UN,,,,,,,,,
Vixen,VIX,F,1,UN,1,9/15/12,12/26/15,0,NA,Y,4/7/11,,,,,,,,12/1/07,UN,UN,,,,,,,,,
Ochre,OCH,F,1,UN,1,6/15/13,6/1/15,0,NA,Y,11/24/12,3/28/13,,,,,,,11/13/08,UN,UN,,,,,,,,,
Naughty,NAU,F,1,UN,1,9/5/13,12/26/15,0,NA,Y,1/13/11,,,,,,,,6/15/08,UN,UN,,,,,,,,,
Jason Bourne,JAS,M,1,UN,1,6/14/14,12/26/15,0,NA,,,,,,,,,,1/1/08,UN,UN,,,,,,,,,
Opal,OPA,F,1,UN,3,NA,6/1/15,0,NA,Y,11/24/12,3/28/13,,,,,,,9/1/10,UN,UN,,,,,,,,,
Qaria,QAR,M,1,UN,3,NA,12/26/15,0,NA,,,,,,,,,,9/29/10,UN,UN,,,,,,,,,
Penelope,PEN,F,1,UN,1,UN,4/12/08,0,NA,,,,,,,,,,4/16/92,UN,UN,,,,,,,,,
Peri,PER,F,1,UN,1,UN,4/12/08,0,NA,,,,,,,,,,4/16/95,UN,UN,,,,,,,,,
Pia,PIA,F,1,UN,1,UN,4/12/08,0,NA,,,,,,,,,,4/16/92,UN,UN,,,,,,,,,
Pita,PIT,F,1,UN,1,UN,4/12/08,0,NA,,,,,,,,,,4/16/95,UN,UN,,,,,,,,,
Proxy,PRO,F,1,UN,1,UN,4/12/08,0,NA,,,,,,,,,,4/16/95,UN,UN,,,,,,,,,
Putty,PUT,F,1,UN,1,UN,4/12/08,0,NA,,,,,,,,,,5/26/00,UN,UN,,,,,,,,,
Wafer,WAF,F,1,UN,1,UN,6/26/08,0,NA,,,,,,,,,,1/4/01,UN,UN,,,,,,,,,
Wanda,WAN,F,1,UN,1,UN,6/26/08,0,NA,,,,,,,,,,6/30/92,UN,UN,,,,,,,,,
Weevil,WEE,F,1,UN,1,UN,6/26/08,0,NA,,,,,,,,,,2/15/01,UN,UN,,,,,,,,,
Wendy,WEN,F,1,UN,1,UN,6/26/08,0,NA,,,,,,,,,,6/30/95,UN,UN,,,,,,,,,
Wilma,WIL,F,1,UN,1,UN,6/26/08,0,NA,,,,,,,,,,6/30/92,UN,UN,,,,,,,,,
Woo,WOO,F,1,UN,1,UN,6/26/08,0,NA,,,,,,,,,,6/30/95,UN,UN,,,,,,,,,
Wudu,WUD,F,1,UN,1,UN,6/26/08,0,NA,,,,,,,,,,6/30/95,UN,UN,,,,,,,,,
Fantine,FAN,F,1,UN,1,UN,7/16/10,0,NA,,,,,,,,,,7/20/94,UN,UN,,,,,,,,,
Farrah,FAR,F,1,UN,1,UN,7/16/10,0,NA,,,,,,,,,,7/21/91,UN,UN,,,,,,,,,
Faye,FAY,F,1,UN,1,UN,7/16/10,0,NA,,,,,,,,,,7/20/94,UN,UN,,,,,,,,,
Fifa,FIF,F,1,UN,1,UN,7/16/10,0,NA,Y,6/17/09,,,,,,,,7/21/88,UN,UN,,,,,,,,,
Sassy,SAS,F,1,UN,1,UN,10/11/10,0,NA,,,,,,,,,,3/1/04,UN,UN,,,,,,,,,
Sienna,SIE,F,1,UN,1,UN,10/11/10,0,NA,,,,,,,,,,3/1/02,UN,UN,,,,,,,,,
Sookie,SOO,F,1,UN,1,UN,10/11/10,0,NA,Y,2/19/10,,,,,,,,3/1/00,UN,UN,,,,,,,,,
Sugar,SUG,F,1,UN,1,UN,10/11/10,0,NA,,,,,,,,,,3/1/03,UN,UN,,,,,,,,,
Sunshine,SUN,F,1,UN,1,UN,10/11/10,0,NA,,,,,,,,,,3/1/01,UN,UN,,,,,,,,,
Sweetpea,SWE,F,1,UN,1,UN,10/11/10,0,NA,,,,,,,,,,3/1/01,UN,UN,,,,,,,,,
Brenda,BRE,F,1,UN,1,UN,6/17/11,0,NA,,,,,,,,,,6/21/95,UN,UN,,,,,,,,,
Harriet,HAR,F,1,UN,1,UN,1/31/13,0,NA,,,,,,,,,,2/5/94,UN,UN,,,,,,,,,
Heksie,HEK,F,1,UN,1,UN,1/31/13,0,NA,,,,,,,,,,2/5/94,UN,UN,,,,,,,,,
Hester,HES,F,1,UN,1,UN,1/31/13,0,NA,,,,,,,,,,2/5/94,UN,UN,,,,,,,,,
Hickory,HIC,F,1,UN,1,UN,1/31/13,0,NA,,,,,,,,,,2/5/94,UN,UN,,,,,,,,,
Hon,HON,F,1,UN,1,UN,1/31/13,0,NA,,,,,,,,,,2/5/94,UN,UN,,,,,,,,,
Lisa,LIS,F,1,UN,1,UN,1/31/13,0,NA,,,,,,,,,,2/5/94,UN,UN,,,,,,,,,
Lolita,LOL,F,1,UN,1,UN,1/31/13,0,NA,,,,,,,,,,1/4/96,UN,UN,,,,,,,,,
Lorna,LOR,F,1,UN,1,UN,1/31/13,0,NA,,,,,,,,,,2/5/94,UN,UN,,,,,,,,,
Ricki,RIC,F,1,UN,1,UN,1/31/13,0,NA,,,,,,,,,,4/3/01,UN,UN,,,,,,,,,
Rita,RIT,F,1,UN,1,UN,1/31/13,0,NA,,,,,,,,,,2/7/88,UN,UN,,,,,,,,,
Roz,ROZ,F,1,UN,1,UN,1/31/13,0,NA,,,,,,,,,,2/5/94,UN,UN,,,,,,,,,
Ruby,RUB,F,1,UN,1,UN,1/31/13,0,NA,,,,,,,,,,2/5/94,UN,UN,,,,,,,,,
Jubilee,JUB,F,1,UN,1,UN,12/13/14,0,NA,,,,,,,,,,6/1/01,UN,UN,,,,,,,,,
Okidoki,OKI,F,1,UN,1,UN,6/1/15,0,NA,,,,,,,,,,12/6/94,UN,UN,,,,,,,,,
Omily,OMI,F,1,UN,1,UN,6/1/15,0,NA,,,,,,,,,,5/10/07,UN,UN,,,,,,,,,
Oshkosh,OSH,F,1,UN,1,UN,6/1/15,0,NA,,,,,,,,,,12/6/94,UN,UN,,,,,,,,,
Barbara,BAR,F,1,UN,1,UN,12/26/15,0,NA,,,,,,,,,,12/1/98,UN,UN,,,,,,,,,
Buna,BUN,F,1,UN,1,UN,12/26/15,0,NA,,,,,,,,,,12/1/98,UN,UN,,,,,,,,,
Debra,DEB,F,1,UN,1,UN,12/26/15,0,NA,,,,,,,,,,5/1/97,UN,UN,,,,,,,,,
Gladys,GLA,F,1,UN,1,UN,12/26/15,0,NA,,,,,,,,,,6/1/96,UN,UN,,,,,,,,,
Jinka,JIN,F,1,UN,1,UN,12/26/15,0,NA,,,,,,,,,,5/1/01,UN,UN,,,,,,,,,
Jools,JOO,F,1,UN,1,UN,12/26/15,0,NA,,,,,,,,,,7/1/03,UN,UN,,,,,,,,,
Keegle,KEE,F,1,UN,1,UN,12/26/15,0,NA,,,,,,,,,,3/1/01,UN,UN,,,,,,,,,
Mary,MAR,F,1,UN,1,UN,12/26/15,0,NA,,,,,,,,,,8/25/97,UN,UN,,,,,,,,,
Meena,MEE,F,1,UN,1,UN,12/26/15,0,NA,,,,,,,,,,1/1/98,UN,UN,,,,,,,,,
Mimi,MIM,F,1,UN,1,UN,12/26/15,0,NA,,,,,,,,,,9/9/98,UN,UN,,,,,,,,,
Monica,MON,F,1,UN,1,UN,12/26/15,0,NA,,,,,,,,,,6/6/93,UN,UN,,,,,,,,,
Nardos,NAR,F,1,UN,1,UN,12/26/15,0,NA,,,,,,,,,,9/1/99,UN,UN,,,,,,,,,
Qtip,QTI,F,1,UN,1,UN,12/26/15,0,NA,,,,,,,,,,1/1/04,UN,UN,,,,,,,,,
Trudy,TRU,F,1,UN,1,UN,12/26/15,0,NA,,,,,,,,,,6/7/90,UN,UN,,,,,,,,,
Valerie,VAL,F,1,UN,1,UN,12/26/15,0,NA,,,,,,,,,,3/1/01,UN,UN,,,,,,,,,
Vampire,VAM,F,1,UN,1,UN,12/26/15,0,NA,,,,,,,,,,12/1/01,UN,UN,,,,,,,,,
Vye,VYE,F,1,UN,1,UN,12/26/15,0,NA,,,,,,,,,,2/1/99,UN,UN,,,,,,,,,
Zamboni,ZAM,F,1,UN,1,UN,12/26/15,0,NA,,,,,,,,,,6/7/91,UN,UN,,,,,,,,,
Zion,ZIO,F,1,UN,1,UN,12/26/15,0,NA,,,,,,,,,,1/1/97,UN,UN,,,,,,,,,
